"m"	"Vm"
2963	8
2964	9
2965	9
2966	8
2967	6
2968	4
2969	3
2970	10
2971	6
2972	9
2973	7
2974	6
2975	14
2976	14
2977	8
2978	9
2979	9
2980	13
2981	10
2982	7
2983	11
2984	9
2985	11
2986	7
2987	7
2988	9
2989	12
2990	10
2991	9
2992	14
2993	8
2994	16
2995	8
2996	12
2997	11
2998	13
2999	14
3000	9
3001	13
3002	11
3003	10
3004	10
3005	7
3006	10
3007	8
3008	12
3009	8
3010	8
3011	12
3012	10
3013	11
3014	9
3015	14
3016	11
3017	9
3018	7
3019	14
3020	12
3021	7
3022	10
3023	11
3024	5
3025	3
3026	10
3027	12
3028	10
3029	6
3030	9
3031	6
3032	9
3033	10
3034	5
3035	8
3036	5
3037	6
3038	9
3039	7
3040	11
3041	11
3042	12
3043	4
3044	9
3045	9
3046	9
3047	8
3048	6
3049	5
3050	8
3051	7
3052	9
3053	9
3054	6
3055	7
3056	7
3057	9
3058	7
3059	13
3060	8
3061	9
3062	9
3063	7
3064	11
3065	7
3066	6
3067	8
3068	7
3069	11
3070	8
3071	15
3072	9
3073	10
3074	16
3075	9
3076	9
3077	10
3078	8
3079	4
3080	4
3081	8
3082	8
3083	12
3084	6
3085	10
3086	9
3087	7
3088	4
3089	9
3090	14
3091	8
3092	14
3093	11
3094	4
3095	14
3096	2
3097	11
3098	14
3099	9
3100	10
3101	6
3102	10
3103	8
3104	8
3105	12
3106	13
3107	8
3108	4
3109	10
3110	7
3111	10
3112	8
3113	4
3114	9
3115	9
3116	11
3117	8
3118	9
3119	4
3120	5
3121	6
3122	9
3123	10
3124	8
3125	9
3126	10
3127	8
3128	6
3129	11
3130	5
3131	7
3132	7
3133	9
3134	8
3135	6
3136	12
3137	11
3138	6
3139	10
3140	14
3141	15
3142	4
3143	5
3144	10
3145	11
3146	6
3147	8
3148	5
3149	10
3150	10
3151	12
3152	7
3153	10
3154	5
3155	9
3156	5
3157	5
3158	9
3159	14
3160	7
3161	12
3162	11
3163	6
3164	6
3165	5
3166	8
3167	8
3168	6
3169	10
3170	9
3171	7
3172	10
3173	9
3174	6
3175	11
3176	6
3177	7
3178	9
3179	3
3180	15
3181	8
3182	8
3183	9
3184	4
3185	11
3186	6
3187	9
3188	5
3189	9
3190	8
3191	13
3192	11
3193	13
3194	9
3195	7
3196	11
3197	8
3198	10
3199	9
3200	7
3201	12
3202	9
3203	9
3204	10
3205	5
3206	4
3207	10
3208	10
3209	8
3210	5
3211	6
3212	7
3213	7
3214	9
3215	10
3216	10
3217	9
3218	13
3219	5
3220	3
3221	7
3222	7
3223	12
3224	11
3225	9
3226	5
3227	5
3228	2
3229	16
3230	12
3231	12
3232	6
3233	8
3234	7
3235	8
3236	10
3237	5
3238	4
3239	9
3240	8
3241	9
3242	11
3243	8
3244	10
3245	7
3246	6
3247	7
3248	10
3249	9
3250	5
3251	12
3252	10
3253	8
3254	7
3255	6
3256	3
3257	7
3258	4
3259	7
3260	9
3261	9
3262	6
3263	8
3264	10
3265	8
3266	4
3267	7
3268	9
3269	8
3270	7
3271	4
3272	13
3273	3
3274	7
3275	3
3276	9
3277	6
3278	11
3279	10
3280	7
3281	8
3282	10
3283	6
3284	5
3285	8
3286	5
3287	2
3288	7
3289	7
3290	8
3291	9
3292	6
3293	6
3294	9
3295	8
3296	13
3297	6
3298	5
3299	4
3300	8
3301	9
3302	8
3303	7
3304	7
3305	7
3306	5
3307	6
3308	7
3309	5
3310	7
3311	8
3312	2
3313	6
3314	3
3315	7
3316	5
3317	10
3318	5
3319	14
3320	8
3321	11
3322	13
3323	9
3324	9
3325	4
3326	4
3327	8
3328	8
3329	9
3330	7
3331	10
3332	9
3333	12
3334	3
3335	9
3336	8
3337	8
3338	7
3339	3
3340	5
3341	4
3342	7
3343	5
3344	3
3345	6
3346	7
3347	8
3348	6
3349	8
3350	6
3351	7
3352	11
3353	5
3354	6
3355	5
3356	12
3357	6
3358	12
3359	9
3360	4
3361	8
3362	6
3363	6
3364	8
3365	5
3366	6
3367	4
3368	15
3369	6
3370	3
3371	8
3372	10
3373	8
3374	10
3375	5
3376	7
3377	10
3378	4
3379	5
3380	7
3381	6
3382	8
3383	3
3384	4
3385	7
3386	7
3387	8
3388	3
3389	7
3390	5
3391	7
3392	9
3393	10
3394	10
3395	9
3396	9
3397	6
3398	7
3399	6
3400	8
3401	8
3402	5
3403	9
3404	7
3405	7
3406	6
3407	10
3408	6
3409	5
3410	9
3411	6
3412	5
3413	6
3414	6
3415	7
3416	4
3417	13
3418	6
3419	9
3420	10
3421	5
3422	7
3423	10
3424	10
3425	12
3426	7
3427	6
3428	7
3429	6
3430	9
3431	5
3432	8
3433	2
3434	7
3435	11
3436	7
3437	7
3438	9
3439	5
3440	4
3441	5
3442	8
3443	8
3444	11
3445	9
3446	2
3447	7
3448	7
3449	12
3450	4
3451	8
3452	12
3453	9
3454	10
3455	10
3456	4
3457	6
3458	7
3459	8
3460	11
3461	9
3462	5
3463	7
3464	6
3465	6
3466	8
3467	7
3468	3
3469	6
3470	5
3471	5
3472	8
3473	7
3474	3
3475	14
3476	3
3477	8
3478	7
3479	9
3480	4
3481	6
3482	5
3483	9
3484	10
3485	9
3486	12
3487	5
3488	7
3489	11
3490	6
3491	6
3492	7
3493	5
3494	9
3495	6
3496	5
3497	6
3498	7
3499	8
3500	5
3501	11
3502	11
3503	10
3504	5
3505	4
3506	5
3507	8
3508	8
3509	4
3510	3
3511	5
3512	10
3513	9
3514	4
3515	6
3516	11
3517	5
3518	4
3519	8
3520	10
3521	11
3522	7
3523	7
3524	5
3525	4
3526	14
3527	3
3528	7
3529	7
3530	4
3531	8
3532	7
3533	1
3534	9
3535	4
3536	3
3537	4
3538	8
3539	8
3540	3
3541	5
3542	8
3543	3
3544	8
3545	6
3546	5
3547	5
3548	13
3549	12
3550	4
3551	7
3552	4
3553	12
3554	10
3555	8
3556	11
3557	6
3558	12
3559	4
3560	13
3561	5
3562	8
3563	4
3564	5
3565	7
3566	13
3567	9
3568	6
3569	9
3570	3
3571	6
3572	5
3573	13
3574	3
3575	11
3576	7
3577	5
3578	10
3579	9
3580	8
3581	11
3582	6
3583	6
3584	5
3585	8
3586	5
3587	5
3588	5
3589	12
3590	8
3591	10
3592	2
3593	4
3594	4
3595	5
3596	6
3597	11
3598	8
3599	1
3600	9
3601	4
3602	4
3603	7
3604	7
3605	7
3606	10
3607	9
3608	6
3609	4
3610	5
3611	9
3612	6
3613	2
3614	3
3615	6
3616	6
3617	6
3618	9
3619	7
3620	12
3621	10
3622	5
3623	9
3624	8
3625	5
3626	8
3627	5
3628	4
3629	4
3630	3
3631	3
3632	1
3633	7
3634	6
3635	8
3636	11
3637	4
3638	11
3639	8
3640	8
3641	7
3642	5
3643	6
3644	11
3645	4
3646	6
3647	5
3648	4
3649	7
3650	7
3651	6
3652	12
3653	7
3654	6
3655	2
3656	7
3657	3
3658	4
3659	6
3660	8
3661	6
3662	9
3663	4
3664	7
3665	5
3666	11
3667	10
3668	6
3669	3
3670	5
3671	4
3672	4
3673	6
3674	7
3675	10
3676	4
3677	4
3678	8
3679	6
3680	3
3681	8
3682	5
3683	8
3684	10
3685	8
3686	5
3687	12
3688	16
3689	8
3690	4
3691	7
3692	7
3693	3
3694	5
3695	9
3696	9
3697	5
3698	5
3699	6
3700	3
3701	11
3702	8
3703	7
3704	8
3705	4
3706	3
3707	4
3708	6
3709	10
3710	6
3711	10
3712	5
3713	6
3714	6
3715	4
3716	2
3717	5
3718	5
3719	7
3720	7
3721	8
3722	5
3723	5
3724	3
3725	6
3726	8
3727	7
3728	9
3729	5
3730	5
3731	7
3732	3
3733	7
3734	5
3735	9
3736	5
3737	3
3738	9
3739	7
3740	3
3741	3
3742	5
3743	6
3744	7
3745	11
3746	5
3747	11
3748	4
3749	7
3750	6
3751	6
3752	3
3753	11
3754	5
3755	7
3756	7
3757	11
3758	8
3759	7
3760	3
3761	7
3762	5
3763	7
3764	6
3765	5
3766	4
3767	3
3768	16
3769	5
3770	6
3771	7
3772	4
3773	4
3774	8
3775	5
3776	3
3777	5
3778	5
3779	3
3780	9
3781	11
3782	6
3783	5
3784	8
3785	5
3786	7
3787	6
3788	5
3789	6
3790	3
3791	6
3792	8
3793	6
3794	10
3795	9
3796	6
3797	6
3798	6
3799	9
3800	7
3801	6
3802	4
3803	9
3804	5
3805	4
3806	9
3807	5
3808	10
3809	5
3810	6
3811	10
3812	6
3813	4
3814	8
3815	4
3816	3
3817	5
3818	12
3819	9
3820	8
3821	3
3822	3
3823	3
3824	4
3825	3
3826	11
3827	3
3828	6
3829	8
3830	4
3831	1
3832	8
3833	4
3834	10
3835	9
3836	7
3837	5
3838	6
3839	4
3840	7
3841	4
3842	9
3843	10
3844	6
3845	4
3846	1
3847	9
3848	7
3849	5
3850	5
3851	8
3852	3
3853	6
3854	6
3855	11
3856	9
3857	8
3858	7
3859	9
3860	8
3861	6
3862	3
3863	8
3864	7
3865	5
3866	9
3867	8
3868	7
3869	5
3870	8
3871	8
3872	4
3873	4
3874	6
3875	2
3876	6
3877	8
3878	6
3879	6
3880	5
3881	5
3882	5
3883	5
3884	5
3885	6
3886	6
3887	2
3888	10
3889	4
3890	8
3891	9
3892	3
3893	5
3894	3
3895	7
3896	3
3897	8
3898	3
3899	9
3900	6
3901	2
3902	3
3903	4
3904	10
3905	6
3906	6
3907	5
3908	3
3909	8
3910	4
3911	5
3912	2
3913	7
3914	7
3915	7
3916	6
3917	2
3918	3
3919	4
3920	7
3921	9
3922	5
3923	7
3924	4
3925	11
3926	5
3927	7
3928	4
3929	9
3930	6
3931	6
3932	10
3933	7
3934	2
3935	11
3936	10
3937	1
3938	4
3939	4
3940	6
3941	8
3942	5
3943	8
3944	5
3945	4
3946	7
3947	4
3948	7
3949	4
3950	8
3951	3
3952	9
3953	2
3954	8
3955	11
3956	5
3957	6
3958	3
3959	5
3960	5
3961	4
3962	11
3963	4
3964	6
3965	3
3966	7
3967	6
3968	3
3969	4
3970	8
3971	4
3972	3
3973	3
3974	4
3975	10
3976	5
3977	5
3978	2
3979	7
3980	8
3981	6
3982	6
3983	10
3984	3
3985	7
3986	5
3987	10
3988	6
3989	10
3990	5
3991	4
3992	7
3993	3
3994	4
3995	5
3996	2
3997	5
3998	7
3999	5
4000	8
4001	9
4002	5
4003	7
4004	4
4005	6
4006	5
4007	5
4008	8
4009	5
4010	6
4011	3
4012	5
4013	4
4014	6
4015	7
4016	3
4017	2
4018	5
4019	2
4020	6
4021	6
4022	8
4023	2
4024	7
4025	4
4026	9
4027	7
4028	5
4029	14
4030	5
4031	5
4032	4
4033	5
4034	4
4035	11
4036	6
4037	3
4038	5
4039	5
4040	8
4041	3
4042	6
4043	4
4044	4
4045	4
4046	2
4047	6
4048	3
4049	5
4050	3
4051	5
4052	7
4053	5
4054	5
4055	8
4056	3
4057	7
4058	4
4059	4
4060	7
4061	6
4062	5
4063	2
4064	5
4065	4
4066	6
4067	3
4068	7
4069	2
4070	4
4071	5
4072	3
4073	6
4074	7
4075	9
4076	13
4077	4
4078	2
4079	2
4080	4
4081	5
4082	8
4083	10
4084	10
4085	6
4086	6
4087	4
4088	9
4089	2
4090	6
4091	6
4092	1
4093	9
4094	6
4095	2
4096	6
4097	3
4098	7
4099	7
4100	4
4101	3
4102	4
4103	5
4104	7
4105	5
4106	3
4107	9
4108	3
4109	6
4110	5
4111	8
4112	2
4113	3
4114	7
4115	3
4116	5
4117	6
4118	3
4119	2
4120	1
4121	10
4122	7
4123	9
4124	2
4125	11
4126	8
4127	3
4128	4
4129	2
4130	7
4131	4
4132	4
4133	6
4134	8
4135	2
4136	5
4137	9
4138	6
4139	7
4140	3
4141	3
4142	7
4143	3
4144	8
4145	9
4146	2
4147	3
4148	4
4149	5
4150	8
4151	7
4152	3
4153	5
4154	7
4155	4
4156	7
4157	9
4158	6
4159	6
4160	7
4161	6
4162	6
4163	3
4164	7
4165	2
4166	7
4167	5
4168	5
4169	7
4170	3
4171	4
4172	7
4173	5
4174	2
4175	2
4176	4
4177	4
4178	5
4179	1
4180	3
4181	2
4182	5
4183	6
4184	8
4185	4
4186	5
4187	5
4188	5
4189	3
4190	5
4191	11
4192	3
4193	6
4194	6
4195	5
4196	9
4197	5
4198	5
4199	5
4200	3
4201	3
4202	3
4203	4
4204	2
4205	2
4206	4
4207	6
4208	1
4209	3
4210	3
4211	3
4212	5
4213	6
4214	9
4215	2
4216	4
4217	6
4218	7
4219	7
4220	2
4221	2
4222	6
4223	4
4224	3
4225	7
4226	1
4227	5
4228	5
4229	5
4230	2
4231	3
4232	8
4233	4
4234	2
4235	3
4236	3
4237	2
4238	7
4240	3
4242	5
4243	5
4244	3
4245	6
4246	3
4247	4
4248	3
4249	7
4250	6
4251	6
4252	5
4253	3
4254	7
4255	4
4256	3
4257	8
4258	4
4259	8
4260	7
4261	6
4262	3
4263	2
4264	5
4265	1
4266	4
4267	2
4268	7
4269	5
4270	8
4271	5
4272	4
4273	4
4274	3
4275	5
4276	5
4277	3
4278	6
4279	8
4280	11
4281	5
4282	4
4283	3
4284	3
4285	2
4286	7
4287	6
4288	8
4289	6
4290	1
4291	5
4292	6
4293	10
4294	6
4295	4
4296	4
4297	4
4298	6
4299	9
4300	4
4301	5
4302	6
4303	12
4304	8
4305	4
4306	4
4307	1
4308	3
4309	10
4310	11
4311	5
4312	4
4313	3
4314	5
4315	3
4316	10
4317	7
4318	3
4319	5
4320	6
4321	3
4322	5
4323	2
4324	5
4325	1
4326	3
4327	4
4328	4
4329	3
4330	2
4331	5
4332	3
4333	8
4334	3
4335	6
4336	6
4337	3
4338	2
4339	4
4340	5
4341	1
4342	5
4343	3
4344	5
4345	4
4346	2
4347	12
4348	6
4349	5
4350	3
4351	3
4352	3
4353	8
4354	7
4355	2
4356	4
4357	1
4358	4
4359	1
4360	5
4361	6
4362	8
4363	3
4364	1
4365	3
4366	5
4367	8
4368	3
4369	5
4370	5
4371	7
4372	1
4373	3
4374	3
4375	2
4376	3
4377	6
4378	6
4379	5
4380	3
4381	4
4382	8
4383	2
4384	2
4385	5
4386	7
4387	4
4388	7
4389	6
4390	3
4391	6
4392	8
4393	5
4394	6
4395	7
4396	5
4397	7
4398	6
4399	4
4400	2
4401	5
4402	4
4403	2
4404	2
4405	3
4406	8
4407	6
4408	2
4409	1
4410	2
4411	2
4412	2
4413	4
4414	7
4415	2
4416	7
4417	9
4418	1
4419	3
4420	3
4421	4
4422	7
4423	4
4424	7
4425	1
4426	2
4427	2
4428	5
4430	4
4431	2
4432	5
4433	7
4434	2
4435	3
4436	5
4437	4
4438	6
4440	4
4441	4
4442	7
4443	6
4444	7
4445	3
4446	6
4447	6
4448	5
4449	6
4450	5
4451	1
4452	6
4453	1
4454	1
4455	1
4456	5
4457	5
4458	5
4459	7
4460	3
4461	3
4462	4
4463	3
4464	6
4465	4
4466	2
4467	3
4468	2
4469	6
4470	10
4471	2
4472	5
4473	2
4474	9
4475	2
4476	6
4477	4
4478	2
4479	6
4480	9
4481	3
4482	4
4483	7
4484	4
4485	4
4486	6
4487	3
4488	8
4489	6
4490	3
4491	4
4492	5
4493	5
4494	3
4495	1
4496	3
4497	5
4498	4
4499	3
4500	6
4501	8
4502	3
4503	8
4504	5
4505	7
4506	1
4507	5
4508	3
4509	7
4510	5
4511	5
4512	7
4513	5
4514	5
4515	2
4516	2
4517	4
4518	7
4519	2
4520	5
4521	5
4522	11
4523	4
4524	5
4525	2
4526	7
4527	6
4528	6
4529	6
4530	3
4531	5
4532	3
4533	2
4534	3
4535	7
4536	5
4537	5
4538	6
4539	2
4540	6
4541	5
4542	5
4543	3
4544	5
4545	8
4546	8
4547	3
4548	5
4549	2
4550	8
4551	9
4552	2
4553	4
4554	3
4555	5
4556	3
4557	5
4558	2
4559	6
4560	7
4561	4
4562	3
4563	10
4564	4
4565	7
4566	4
4567	7
4568	5
4569	6
4570	7
4571	6
4572	4
4573	6
4574	6
4575	7
4576	9
4577	6
4578	5
4579	9
4580	9
4581	3
4582	5
4583	4
4584	9
4585	3
4586	2
4587	4
4588	2
4589	6
4590	4
4591	3
4592	7
4593	10
4594	6
4595	8
4596	2
4597	8
4598	3
4599	4
4600	6
4601	1
4602	8
4603	2
4604	4
4605	5
4606	9
4607	6
4608	6
4609	4
4610	6
4611	6
4612	10
4613	7
4614	4
4615	5
4616	3
4617	5
4618	2
4619	5
4620	10
4621	4
4622	1
4623	3
4624	5
4625	7
4626	5
4627	4
4628	6
4629	8
4630	4
4631	2
4632	3
4633	4
4634	4
4635	5
4636	5
4637	3
4638	5
4639	3
4640	4
4641	4
4642	5
4643	4
4644	3
4645	6
4646	6
4647	4
4648	7
4649	4
4650	5
4651	7
4652	3
4653	8
4654	5
4655	5
4656	8
4657	4
4658	1
4659	5
4660	2
4661	4
4662	3
4663	2
4664	6
4665	4
4666	6
4667	6
4668	5
4669	4
4670	1
4671	5
4672	4
4673	5
4674	6
4675	4
4676	3
4677	4
4678	4
4679	11
4680	5
4681	6
4682	8
4683	5
4684	6
4685	10
4686	4
4688	6
4689	8
4690	5
4691	6
4692	3
4693	7
4694	4
4695	2
4696	8
4697	5
4698	5
4699	6
4700	5
4701	5
4702	1
4703	2
4704	5
4705	1
4706	5
4707	4
4708	5
4709	7
4710	6
4711	3
4712	5
4713	8
4714	3
4715	5
4716	4
4717	6
4718	5
4719	3
4720	5
4721	2
4722	5
4723	5
4724	6
4725	3
4726	5
4727	2
4728	9
4729	5
4730	4
4731	8
4732	4
4733	5
4734	5
4735	4
4736	5
4737	4
4738	2
4739	5
4740	2
4741	3
4742	5
4743	3
4744	3
4745	3
4746	7
4747	7
4748	6
4749	2
4750	5
4751	5
4752	6
4753	4
4754	4
4755	5
4756	5
4757	6
4758	4
4759	4
4760	3
4761	8
4762	5
4763	6
4764	3
4765	2
4766	10
4767	3
4768	5
4769	5
4770	7
4771	2
4772	7
4773	2
4774	3
4775	3
4776	4
4777	6
4778	3
4779	4
4780	2
4781	1
4782	2
4783	5
4784	4
4785	2
4786	3
4787	9
4788	2
4789	3
4790	2
4791	1
4792	2
4793	3
4794	3
4795	3
4796	5
4797	10
4798	3
4799	7
4800	5
4801	3
4802	7
4803	3
4804	5
4805	4
4806	3
4807	3
4809	5
4810	11
4811	4
4812	4
4813	4
4814	1
4815	7
4816	7
4817	4
4819	5
4820	6
4821	4
4822	6
4823	4
4824	6
4825	2
4826	2
4827	4
4828	6
4829	4
4830	3
4831	6
4832	4
4833	6
4834	1
4835	4
4836	3
4838	2
4839	8
4840	7
4841	3
4842	4
4843	2
4844	4
4845	6
4846	5
4847	2
4848	8
4849	9
4850	4
4851	4
4852	4
4853	1
4854	4
4855	2
4856	4
4857	5
4858	3
4860	1
4861	3
4862	5
4863	5
4864	7
4865	5
4866	2
4867	3
4868	4
4869	5
4870	1
4871	2
4872	1
4873	8
4874	5
4875	4
4876	6
4877	6
4878	3
4879	6
4880	2
4881	4
4882	3
4883	1
4884	2
4885	6
4886	1
4887	4
4888	4
4889	6
4890	4
4891	2
4892	6
4893	5
4894	3
4895	5
4896	4
4897	4
4898	6
4899	7
4900	2
4901	5
4902	4
4903	5
4904	3
4905	1
4906	4
4907	3
4908	1
4909	4
4910	4
4911	7
4912	5
4913	8
4914	2
4915	3
4916	5
4917	4
4918	3
4919	3
4920	5
4921	2
4922	4
4923	5
4924	3
4925	3
4926	7
4928	5
4929	4
4930	7
4931	3
4932	4
4933	5
4934	5
4935	4
4936	1
4937	1
4938	6
4939	4
4940	3
4941	3
4942	5
4943	3
4944	4
4945	4
4946	3
4947	5
4948	2
4949	4
4950	2
4951	3
4952	5
4953	5
4954	5
4955	4
4956	2
4957	7
4958	5
4959	8
4960	4
4961	5
4962	8
4963	1
4964	4
4965	8
4966	4
4967	4
4968	3
4969	7
4970	3
4971	3
4972	2
4973	2
4974	6
4975	7
4976	2
4977	4
4978	5
4979	4
4980	4
4981	1
4982	6
4983	1
4984	1
4985	3
4986	3
4987	1
4988	6
4989	4
4990	5
4991	1
4992	2
4993	4
4994	1
4995	5
4996	4
4997	3
4998	1
4999	6
5000	3
5001	2
5002	3
5003	2
5004	2
5005	1
5006	4
5007	4
5008	6
5009	3
5010	7
5011	5
5012	3
5013	2
5014	4
5015	5
5016	4
5017	3
5018	4
5019	3
5020	6
5021	6
5022	4
5023	2
5024	2
5025	8
5026	1
5027	3
5028	2
5029	4
5030	3
5031	2
5032	1
5033	2
5034	2
5035	3
5036	1
5037	1
5038	5
5039	6
5040	3
5041	4
5042	1
5043	4
5044	6
5045	3
5046	3
5047	1
5048	4
5049	3
5050	3
5051	3
5052	5
5053	5
5054	2
5055	3
5056	4
5057	3
5058	4
5059	6
5060	3
5061	2
5062	4
5063	3
5064	2
5065	2
5066	3
5067	2
5068	4
5069	2
5070	2
5071	8
5072	2
5073	5
5074	8
5075	1
5076	3
5077	3
5078	3
5079	3
5081	6
5082	1
5083	7
5084	1
5085	7
5086	5
5087	1
5088	5
5089	1
5090	5
5091	3
5092	3
5093	4
5094	4
5095	4
5096	7
5097	6
5098	4
5099	3
5100	6
5101	3
5102	2
5103	5
5104	2
5105	3
5106	2
5107	6
5109	6
5110	3
5111	4
5112	4
5113	4
5114	3
5116	2
5117	1
5118	3
5119	2
5120	4
5121	4
5122	5
5123	4
5124	1
5125	3
5126	1
5127	1
5128	9
5129	2
5130	2
5131	6
5132	1
5133	3
5134	4
5135	4
5136	4
5137	3
5138	4
5139	3
5140	2
5141	4
5143	3
5144	4
5145	1
5146	4
5147	3
5148	2
5149	6
5150	5
5152	3
5153	10
5154	2
5155	4
5156	4
5157	4
5158	5
5159	5
5160	3
5161	1
5162	2
5163	3
5164	3
5165	2
5166	3
5167	2
5169	5
5170	5
5171	3
5172	2
5173	3
5174	6
5175	1
5176	4
5177	4
5178	4
5179	3
5180	2
5181	3
5182	3
5183	1
5184	1
5185	2
5187	1
5188	4
5189	3
5190	3
5191	2
5192	5
5193	2
5194	4
5195	5
5196	1
5197	2
5198	2
5199	4
5200	3
5201	1
5202	1
5203	2
5204	4
5205	5
5206	5
5207	3
5208	4
5209	1
5210	5
5211	1
5212	4
5213	4
5214	2
5215	5
5216	5
5217	3
5219	1
5220	4
5221	4
5222	4
5223	4
5224	1
5225	4
5226	3
5227	3
5228	5
5229	3
5230	5
5231	1
5232	3
5233	1
5234	5
5235	4
5236	1
5237	1
5238	5
5239	4
5240	3
5241	4
5242	5
5243	3
5244	3
5245	4
5246	1
5247	5
5248	6
5249	4
5250	3
5253	7
5254	4
5255	1
5256	3
5257	4
5258	2
5259	4
5260	3
5261	4
5262	7
5263	2
5264	2
5265	6
5266	3
5267	3
5268	4
5269	1
5270	4
5271	3
5272	7
5273	4
5274	1
5275	4
5276	4
5277	2
5278	6
5279	6
5280	4
5281	2
5282	3
5283	1
5284	4
5285	4
5286	3
5287	5
5288	4
5289	1
5290	3
5291	3
5292	1
5294	2
5295	6
5296	2
5297	3
5298	6
5299	3
5300	2
5301	3
5302	3
5303	2
5305	2
5307	4
5308	2
5309	3
5310	4
5311	2
5312	3
5313	3
5314	3
5315	2
5316	5
5317	4
5318	8
5319	3
5320	2
5321	1
5322	3
5323	2
5324	3
5325	1
5326	5
5327	5
5328	2
5329	3
5330	4
5331	2
5332	3
5333	3
5334	1
5335	4
5336	4
5337	4
5338	1
5339	3
5340	4
5341	7
5342	5
5343	4
5344	6
5345	3
5346	2
5347	6
5348	4
5349	6
5350	5
5351	4
5352	4
5353	3
5354	2
5355	7
5356	2
5357	3
5358	2
5359	1
5360	6
5361	4
5362	4
5363	6
5364	1
5365	3
5366	3
5367	4
5368	5
5369	2
5370	2
5371	2
5372	4
5373	2
5375	3
5376	4
5377	1
5378	5
5379	7
5380	1
5381	2
5382	1
5383	6
5384	4
5385	4
5386	5
5387	2
5388	1
5389	2
5390	6
5391	3
5392	5
5393	4
5394	4
5395	3
5396	4
5397	6
5398	6
5399	3
5400	3
5401	6
5402	1
5403	3
5404	5
5405	3
5406	2
5407	6
5408	3
5409	5
5410	5
5411	5
5412	1
5413	1
5415	4
5416	3
5417	8
5418	4
5419	5
5420	6
5421	2
5422	4
5423	3
5424	4
5425	1
5426	2
5427	4
5428	8
5429	2
5430	5
5431	2
5432	2
5433	3
5434	3
5435	3
5436	7
5437	2
5438	2
5439	3
5440	4
5441	3
5442	3
5443	3
5444	5
5445	5
5446	2
5447	2
5448	3
5449	3
5450	1
5451	2
5452	2
5454	1
5455	3
5456	1
5457	7
5459	5
5460	2
5461	4
5462	2
5463	1
5464	3
5465	7
5467	3
5468	3
5469	3
5470	3
5471	2
5472	2
5473	4
5474	2
5475	2
5476	4
5477	2
5478	5
5479	3
5480	2
5481	5
5482	5
5483	5
5484	3
5485	2
5486	4
5487	6
5488	3
5489	3
5490	4
5491	3
5492	1
5494	5
5495	7
5496	1
5497	4
5498	5
5499	3
5500	3
5501	1
5502	4
5503	2
5504	5
5505	2
5506	1
5507	3
5508	4
5509	1
5510	2
5511	2
5513	1
5514	3
5515	3
5516	4
5517	5
5518	3
5519	3
5520	5
5521	7
5522	3
5523	4
5524	2
5525	2
5526	3
5527	4
5528	6
5529	3
5530	5
5531	3
5532	1
5533	4
5534	6
5535	3
5536	3
5537	1
5538	6
5540	6
5541	2
5542	4
5543	5
5544	4
5545	1
5546	1
5547	3
5548	6
5549	6
5550	3
5551	1
5552	4
5553	3
5554	5
5555	1
5556	5
5557	3
5558	2
5559	7
5560	3
5561	3
5562	3
5563	6
5564	3
5565	4
5566	4
5567	1
5568	2
5569	2
5570	1
5571	3
5573	1
5574	1
5575	3
5576	4
5577	2
5578	5
5579	5
5580	3
5581	3
5582	2
5583	3
5584	4
5585	4
5586	5
5587	1
5588	3
5589	8
5590	2
5591	5
5592	3
5593	6
5594	1
5595	2
5596	1
5597	4
5598	3
5599	4
5600	2
5601	3
5602	3
5603	4
5604	2
5605	1
5606	4
5607	4
5608	2
5609	1
5610	1
5611	4
5612	3
5613	1
5614	3
5615	7
5616	4
5618	6
5619	6
5620	5
5621	4
5622	2
5623	3
5625	1
5626	1
5627	4
5628	2
5629	2
5630	4
5631	5
5632	2
5633	4
5634	4
5635	3
5636	4
5637	5
5638	1
5639	4
5640	2
5641	2
5642	1
5643	3
5644	2
5645	4
5646	1
5647	1
5648	2
5649	4
5651	5
5652	1
5653	3
5654	2
5655	4
5656	4
5657	4
5658	6
5659	5
5660	3
5661	2
5662	4
5663	2
5664	5
5665	2
5666	1
5667	4
5668	5
5669	2
5670	2
5671	7
5672	4
5673	3
5674	2
5675	3
5676	3
5678	3
5679	1
5680	1
5681	6
5682	3
5683	4
5684	4
5685	1
5686	5
5687	1
5688	3
5689	3
5690	4
5692	2
5693	4
5694	1
5695	2
5696	5
5697	2
5698	4
5699	4
5700	8
5701	2
5702	4
5703	4
5704	3
5705	2
5706	4
5707	2
5709	2
5710	2
5711	1
5712	3
5713	2
5714	3
5715	2
5716	3
5717	4
5718	4
5719	3
5720	3
5721	2
5722	3
5723	4
5724	2
5725	2
5726	4
5727	5
5728	2
5729	3
5730	2
5731	3
5732	7
5733	2
5734	5
5736	3
5737	4
5738	2
5739	1
5740	5
5741	3
5742	2
5743	1
5744	3
5745	4
5746	1
5747	3
5748	3
5749	4
5751	1
5753	6
5754	3
5755	2
5756	3
5758	3
5759	7
5760	6
5761	2
5762	1
5763	5
5764	4
5765	7
5766	2
5767	3
5768	2
5770	2
5771	2
5772	3
5773	1
5774	4
5776	4
5778	4
5779	1
5780	1
5781	1
5782	4
5783	3
5784	3
5785	3
5786	6
5787	4
5788	4
5790	2
5791	4
5792	3
5793	5
5794	2
5795	4
5796	2
5797	4
5798	4
5799	3
5800	1
5801	3
5802	1
5803	3
5805	2
5807	3
5810	5
