id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
3343,,杜象 的 作品 不 是 <讓> 人 欣賞用 的 ，,杜象/x 的/uj 作品/n 不/d 是/v,人/n 欣賞/v 用/p 的/uj,,,,,,,
3346,,它們 會 <讓> 我 感到 憤怒 。,它們/r 會/v,我/r 感到/v 憤怒/v,,,,,,,
3357,,就 看 你 要不要 <讓> 自己 重新 站立起來 。,就/d 看/v 你/r 要/v 不要/df,自己/r 重新/a 站立起來/l,,,,,,,
3360,,他 能夠 <讓> 團員 真正 明白 各 種 不同 手法 ，,他/r 能夠/v,團員/n 真正/d 明白/nr 各/r 種/m 不同/a 手法/n,,,,,,,
3361,,卻 沒有 正確 的 方法 <讓> 團員 明白 實際 演奏 的 方法 ，,卻/d 沒有/v 正確/ad 的/uj 方法/n,團員/n 明白/nr 實際/n 演奏/v 的/uj 方法/n,,,,,,,
3370,,目的 無非 是 希望 <讓> 企 間 更 直接 感受到 政府 「 真的 力挺 商業 」 。,目的/n 無非/c 是/v 希望/v,企/n 間/f 更/d 直接/ad 感受/v 到/v 政府/n 真的/d 力挺/x 商業/n,,,,,,,
3373,,這 種 情形 <讓> 格陵蘭人 不悅 。,這/zg 種/m 情形/n,格陵蘭/nr 人/n 不悅/a,,,,,,,
3376,,俄國人 決定 不 <讓> 拉脫維亞 再度 脫離 掌心 ，,俄國人/nz 決定/v 不/d,拉脫維亞/ns 再度/d 脫離/v 掌心/v,,,,,,,
3377,,儘管 政府 有(V_2) 建立 學校 <讓> 當地 俄國人 學習 基本 拉脫維亞語 ，,儘管/c 政府/n 有/v V/x 2/x 建立/v 學校/n,當地/s 俄國人/nz 學習/v 基本/n 拉脫維亞語/nz,,,,,,,
3393,,或是 動手術 <讓> 狗 叫[+vrv] 不 出[+vrr] 聲 。,或是/c 動手術/n,狗/n 叫/v vrv/eng 不/d 出/v vrr/eng 聲/n,,,,,,,
3399,,感謝 醫師 及時 發現 <讓> 我 可以 及早 治療 ；,感謝/v 醫師/n 及時/c 發現/v,我/r 可以/c 及早/d 治療/v,,,,,,,
3402,,將軍 恐怖 主義 的 行動 <讓> 各 國 恐慌 ，,將軍/n 恐怖/a 主義/n 的/uj 行動/vn,各/r 國/n 恐慌/an,,,,,,,
3407,,或者 利用 亂數 製造器 <讓> 電腦 產生 新 地形 。,或者/c 利用/n 亂數/n 製造器/n,電腦/n 產生/n 新/a 地形/n,,,,,,,
3414,,比如說 軍人 可以 通過 配合 他們 的 師範 訓練 <讓> 他們 成為 老師 ，,比如說/l 軍人/n 可以/c 通過/p 配合/v 他們/r 的/uj 師範/nr 訓練/vn,他們/r 成為/x 老師/n,,,,,,,
3419,,小孩 <讓> 她 帶 了 將近 兩 年 的 時間 ，,小孩/n,她/r 帶/v 了/ul 將近/t 兩/m 年/m 的/uj 時間/n,,,,,,,
3424,,沒有 理由 <讓> 教育 荒腔走板 ，,沒有/v 理由/n,教育/vn 荒腔/x 走板/n,,,,,,,
3425,,CREB 蛋白 <讓> 腦筋 「 �� 」 得 慢 去年 ，,CREB/eng 蛋白/n,腦筋/n ��/x 得/ud 慢/a 去年/t,,,,,,,
3428,,量販店 <讓> 消費者 到 賣場 也 能 「 繞 著 地球 跑 」 已 成為 一 種 新 的 購物 模式 ，,量/n 販店/x,消費者/n 到/v 賣場/n 也/d 能/v 繞/v 著/n 地球/n 跑/v 已/d 成為/x 一/m 種/m 新/a 的/uj 購物/n 模式/n,,,,,,,
3431,,農會 可 先 <讓> 農民 登記 認購 方式 ，,農會/n 可/v 先/d,農民/n 登記/v 認購/v 方式/n,,,,,,,
3435,,他 是 一 個 <讓> 別人 有(V_2) 自由 空間 思索 的 人 ，,他/r 是/v 一/m 個/zg,別人/r 有/v V/x 2/x 自由/a 空間/n 思索/n 的/uj 人/n,,,,,,,
3437,,有時 寧可 <讓> 旗下 星星 蹲 在 家 裡 孵蛋 ，,有時/r 寧可/nr,旗下/n 星星/nz 蹲/v 在/p 家/q 裡/zg 孵蛋/v,,,,,,,
3439,,它 也 足以 <讓> 基層 警力 疲於奔命 ，,它/r 也/d 足以/v,基層/n 警力/n 疲於奔命/i,,,,,,,
3442,,筆者 以為 台灣 的 農業 危機 確 已 到 了 <讓> 我們 不得不 重視 和 引以為憂 的 地步 了 。,筆者/n 以為/x 台灣/x 的/uj 農業/n 危機/n 確/d 已/d 到/v 了/ul,我們/r 不得不/d 重視/v 和/c 引以/v 為/zg 憂/v 的/uj 地步/n 了/ul,,,,,,,
3443,,將 所有 的 直營店 都 <讓> 員工 買下 ，,將/zg 所有/b 的/uj 直營店/n 都/d,員工/n 買下/v,,,,,,,
3446,,這些 <讓> 員工 內部 創業 的 信達 房屋 都 將 成為 加盟 會員 ，,這些/r,員工/n 內部/f 創業/n 的/uj 信達/nz 房屋/n 都/d 將/zg 成為/x 加盟/ns 會員/n,,,,,,,
3451,,白人 世界 何 能 責怪 日本 的 經濟 侵略 <讓> 他們 毫無 招架 餘地 ？,白人/n 世界/n 何/r 能/v 責怪/v 日本/ns 的/uj 經濟/n 侵略/v,他們/r 毫無/v 招架/n 餘地/n,,,,,,,
3453,,波灣 戰局 也 <讓> 我們 看到 了 台灣 當局 與 強勢 媒體 的 一 面 ：,波灣/ns 戰局/n 也/d,我們/r 看到/v 了/ul 台灣/x 當局/n 與/zg 強勢/n 媒體/n 的/uj 一/m 面/n,,,,,,,
3456,,想來 天下 最 無聊 的 事 莫過於 想 辦法 <讓> 自己 的 老婆 麻醉 。,想來/v 天下/s 最/d 無聊/a 的/uj 事/n 莫過於/d 想/v 辦法/n,自己/r 的/uj 老婆/n 麻醉/nr,,,,,,,
3458,,我 要 親手 <讓> 這 荒野 恢復 原來 的 模樣 。,我/r 要/v 親手/d,這/zg 荒野/n 恢復/v 原來/d 的/uj 模樣/n,,,,,,,
3473,,用 簡單 的 字 詞 說出來 <讓> 大家 明白 ，,用/p 簡單/a 的/uj 字/n 詞/n 說/zg 出來/v,大家/n 明白/nr,,,,,,,
3476,,「 我 的 演講 也 可以 跟 唱歌 一樣 <讓> 人 振奮 」 。,我/r 的/uj 演講/v 也/d 可以/c 跟/p 唱歌/n 一樣/r,人/n 振奮/v,,,,,,,
3478,,當時 他 最 <讓> 大家 好笑 又 難忘 的 一 句 話 就是 「 我 是 好人 ，,當時/t 他/r 最/d,大家/n 好笑/v 又/d 難忘/v 的/uj 一/m 句/q 話/n 就是/d 我/r 是/v 好人/n,,,,,,,
3480,,優雅 的 她 端 了 一 杯 清香 的 冰 玫瑰 水 <讓> 我 飲用 ，,優雅/a 的/uj 她/r 端/v 了/ul 一/m 杯/q 清香/nr 的/uj 冰/n 玫瑰/n 水/n,我/r 飲用/n,,,,,,,
3488,,沒有 其他 活動 設計 或 足以 <讓> 人 感動 的 東西 ，,沒有/v 其他/r 活動/vn 設計/vn 或/c 足以/v,人/n 感動/v 的/uj 東西/ns,,,,,,,
3490,,大陸隊 防守 出色 上 半 時 僅 <讓> 菲律賓隊 攻下 21 分 。,大陸/n 隊/n 防守/v 出色/v 上/f 半/m 時/zg 僅/zg,菲律賓/ns 隊/n 攻下/v 21/m 分/v,,,,,,,
3499,,她 也 <讓> 小朋友 當成 遊戲 試穿 看看 ，,她/r 也/d,小朋友/n 當成/v 遊戲/n 試穿/v 看看/v,,,,,,,
3503,,我 完全 放手 <讓> 他 做 ！,我/r 完全/ad 放手/v,他/r 做/v,,,,,,,
3530,,古德曼 真的 擁有 了 <讓> 村民 驚訝 數 月 的 花園 ，,古德曼/nr 真的/d 擁有/v 了/ul,村民/n 驚訝/a 數/zg 月/m 的/uj 花園/n,,,,,,,
3536,,他 決定 要 <讓> 這些 無名屍 安息 。,他/r 決定/v 要/v,這些/r 無名/v 屍/zg 安息/v,,,,,,,
3550,,目的 在 <讓> 學生 熟習 單字 中 拼字 與 讀音 之間 的 關係 。,目的/n 在/p,學生/n 熟習/v 單字/n 中/f 拼字/n 與/zg 讀音/n 之間/f 的/uj 關係/n,,,,,,,
3552,,無法 <讓> 學生 了解 基本 拼讀 規則 ，,無法/n,學生/n 了解/v 基本/n 拼讀/v 規則/n,,,,,,,
3553,,由於 家長 爭相 <讓> 孩子 提前 學 英語 ，,由於/c 家長/n 爭相/n,孩子/n 提前/v 學/zg 英語/nz,,,,,,,
3556,,他們 不 知道 是否 該 <讓> 朋友 知道 他 的 疾病 ，,他們/r 不/d 知道/v 是否/v 該/r,朋友/n 知道/v 他/r 的/uj 疾病/n,,,,,,,
3559,,那 種 破敗 的 小 診所 很 難 <讓> 人 把 它 跟 活體 手術 聯想 在一起 。,那/r 種/m 破敗/v 的/uj 小/a 診所/v 很/zg 難/zg,人/n 把/p 它/r 跟/p 活體/n 手術/n 聯想/v 在/p 一起/m,,,,,,,
3560,,膨鬆 的 頭髮 及 暈糊 得 亂七八糟 的 黑 眼線 <讓> 她 看起來 像 個 活疆屍 。,膨鬆/v 的/uj 頭髮/n 及/c 暈糊/x 得/ud 亂七八糟/i 的/uj 黑/a 眼線/n,她/r 看起來/v 像/v 個/zg 活疆屍/x,,,,,,,
3561,,眼神 淫蕩 得 <讓> 人 想 一 腳 從 他 臉 上 踹 下去 。,眼神/n 淫蕩/v 得/ud,人/n 想/v 一/m 腳/n 從/zg 他/r 臉/n 上/f 踹/v 下去/t,,,,,,,
3563,,眼 底 嬉笑 的 神情 <讓> 我 覺得 有種 被 出賣 的 感覺 。,眼/n 底/f 嬉笑/v 的/uj 神情/n,我/r 覺得/v 有種/r 被/p 出賣/v 的/uj 感覺/n,,,,,,,
3564,,窗 外 的 午後 因為 要 放聲 大哭 而 鬱積 許久 的 悶熱[+nom] <讓> 我 這 一 覺 睡 得 滿 身 是 汗 ，,窗/s 外/f 的/uj 午後/t 因為/x 要/v 放聲/v 大哭/v 而/c 鬱積/n 許久/m 的/uj 悶熱/a nom/eng,我/r 這/zg 一/m 覺/v 睡/v 得/ud 滿/a 身/ng 是/v 汗/zg,,,,,,,
3565,,五官 毫無 特徵 <讓> 我 如何 也 記[+vrv] 不 住[+vrr] 是 對 那 女孩 的 第一 印象 。,五官/n 毫無/v 特徵/n,我/r 如何/r 也/d 記/n vrv/eng 不/d 住/v vrr/eng 是/v 對/p 那/r 女孩/n 的/uj 第一/m 印象/n,,,,,,,
3566,,空洞 地 表示 因為 我 一 句 近乎 詛咒 的 無心 話 才 <讓> 女孩 紅顏 早逝 …,空洞/n 地/uv 表示/v 因為/x 我/r 一/m 句/q 近乎/d 詛咒/v 的/uj 無心/v 話/n 才/d,女孩/n 紅顏/nr 早逝/v,,,,,,,
3567,,不過 她 說 台灣 真是 小 小 到 跌 個 跤 都 可能 會 <讓> 兩 個 熟人 互 撞 而 死 相繼 掉進 路 中央 還 在 施工 未 上蓋 的 下水道 壓死 一 個 還 在 想 著 今天 回家 要 和 新婚 的 越南 老婆 嘗試 哪 種 做愛 體位 的 工程師 － 那 個 援交 對象 是 個 啤酒肚 早洩 的 禿頭 ；,不過/c 她/r 說/zg 台灣/x 真是/d 小/a 小/a 到/v 跌/v 個/zg 跤/ng 都/d 可能/v 會/v,兩/m 個/zg 熟人/n 互/d 撞/v 而/c 死/v 相繼/d 掉/zg 進/v 路/n 中央/n 還/d 在/p 施工/vn 未/d 上蓋/x 的/uj 下水道/n 壓死/v 一/m 個/zg 還/d 在/p 想/v 著/n 今天/t 回家/n 要/v 和/c 新婚/v 的/uj 越南/ns 老婆/n 嘗試/vn 哪/r 種/m 做愛/v 體位/n 的/uj 工程師/n 那/r 個/zg 援交/vn 對象/n 是/v 個/zg 啤酒肚/n 早洩/x 的/uj 禿頭/n,,,,,,,
3568,,剛 起床 時 汗流浹背 與 片段 記憶 <讓> 我 覺得 有點 相互 呼應 。,剛/d 起床/v 時/zg 汗流浹背/i 與/zg 片段/m 記憶/n,我/r 覺得/v 有點/n 相互/d 呼應/v,,,,,,,
3569,,但 想想 若非 天氣 過 熱 距離 過 近 她 身 上 香水 過 香 環境 過度 偏僻 我 又 太過 愛 她 <讓> 我 幹 了 這 鳥事 我 現在 還 只 能 拿 著 維婷 偷拍照 在 點著 小燈 的 床 上 以 某 隻 手 （ 逢 機 行 之 ，,但/c 想想/v 若非/c 天氣/n 過/ug 熱/zg 距離/n 過/ug 近/a 她/r 身/ng 上/f 香水/ns 過/ug 香/ns 環境/n 過度/n 偏僻/a 我/r 又/d 太過/x 愛/zg 她/r,我/r 幹/v 了/ul 這/zg 鳥事/x 我/r 現在/t 還/d 只/d 能/v 拿/v 著/n 維婷/x 偷拍照/i 在/p 點著/x 小燈/x 的/uj 床/n 上/f 以/p 某/r 隻/x 手/n 逢/zg 機/n 行/zg 之/u,,,,,,,
3572,,身體 當然 也 就 不 該 <讓> 它 閒 著 。,身體/n 當然/d 也/d 就/d 不/d 該/r,它/r 閒/n 著/n,,,,,,,
3575,,可是 生命 這 東西 就是 <讓> 我們 猜不透 ，,可是/c 生命/vn 這/zg 東西/ns 就是/d,我們/r 猜不透/v,,,,,,,
3576,,舒緩 的 進入 了 她 未曾 <讓> 人 進入 的 • • • • 心靈 深處 了 。,舒緩/a 的/uj 進入/v 了/ul 她/r 未曾/d,人/n 進入/v 的/uj 心靈/n 深處/s 了/ul,,,,,,,
3585,,他 更 決定 <讓> 養子 時祥 接受 完整 的 日本 教育 ，,他/r 更/d 決定/v,養子/n 時祥/x 接受/v 完整/a 的/uj 日本/ns 教育/vn,,,,,,,
3589,,在 視力 消失 時 她 在 報紙 上 <讓> 更多 人 禮讚 她 ，,在/p 視力/n 消失/n 時/zg 她/r 在/p 報紙/n 上/f,更/d 多/m 人/n 禮讚/n 她/r,,,,,,,
3594,,效果 也 <讓> 人 失望 。,效果/n 也/d,人/n 失望/v,,,,,,,
3597,,不安 的 情緒 <讓> 我 覺得 那些 紅色 的 斑點 彷彿 又 偷偷地 增加 了 幾 個 ，,不安/a 的/uj 情緒/n,我/r 覺得/v 那些/r 紅色/n 的/uj 斑點/n 彷彿/d 又/d 偷偷地/i 增加/v 了/ul 幾/m 個/zg,,,,,,,
3603,,他 拉 了 一 個 紙箱 <讓> 我 坐下 ，,他/r 拉/v 了/ul 一/m 個/zg 紙箱/n,我/r 坐下/v,,,,,,,
3605,,男孩 點起 煙 的 樣子 <讓> 我 想起 死了 的 阿夜 。,男孩/n 點起/x 煙/n 的/uj 樣子/n,我/r 想起/v 死/v 了/ul 的/uj 阿夜/x,,,,,,,
3606,,於是 她 <讓> 我 吻 了 她 那 雙 空洞 的 眼睛 。,於是/c 她/r,我/r 吻/v 了/ul 她/r 那/r 雙/n 空洞/n 的/uj 眼睛/n,,,,,,,
3607,,「 你 <讓> 我 想到 一 個 人 ，,你/r,我/r 想到/v 一/m 個/zg 人/n,,,,,,,
3608,,鎖上 門 時 鑰匙 發出 的 聲音 總 <讓> 我 不自覺 醒[+vrv] 了 過來[+vrr] 。,鎖上/v 門/zg 時/zg 鑰匙/n 發出/v 的/uj 聲音/n 總/zg,我/r 不/d 自覺/d 醒/v vrv/eng 了/ul 過來/t vrr/eng,,,,,,,
3610,,她 <讓> 我 吻 了 她 的 唇 ，,她/r,我/r 吻/v 了/ul 她/r 的/uj 唇/zg,,,,,,,
3611,,為什麼 不 <讓> 我 死 了 算了 ，,為/zg 什麼/r 不/d,我/r 死/v 了/ul 算了/v,,,,,,,
3613,,兩 個 禮拜 的 時間 確實 <讓> 我 對 她 產生 了 相當 程度 的 信任[+nom] 與 依賴[+nom] ，,兩/m 個/zg 禮拜/ns 的/uj 時間/n 確實/ad,我/r 對/p 她/r 產生/n 了/ul 相當/d 程度/n 的/uj 信任/n nom/eng 與/zg 依賴/v nom/eng,,,,,,,
3615,,「 這 座 許願池 真的 能 <讓> 願望 成真 。,這/zg 座/q 許願池/n 真的/d 能/v,願望/v 成真/nr,,,,,,,
3616,,只要 謹慎 除掉 那 個 之所以 <讓> 我們 困擾 的 核心 ，,只要/c 謹慎/a 除掉/v 那/r 個/zg 之所以/c,我們/r 困擾/v 的/uj 核心/n,,,,,,,
3617,,就 不會 那麼 隨便 <讓> 它 倒閉 。,就/d 不會/v 那麼/r 隨便/d,它/r 倒閉/v,,,,,,,
3625,,還是 兩 人 的 熱情 <讓> 地毯 變 溫柔 ？,還是/c 兩/m 人/n 的/uj 熱情/n,地毯/n 變/zg 溫柔/a,,,,,,,
3626,,四肢 關節 一定 <讓> 我 疼痛 難捱 。,四肢/n 關節/n 一定/d,我/r 疼痛/n 難捱/a,,,,,,,
3628,,泡湯 本來 就是 一 件 很 <讓> 人 全身 舒暢 的 事情 。,泡湯/n 本來/t 就是/d 一/m 件/zg 很/zg,人/n 全身/n 舒暢/a 的/uj 事情/n,,,,,,,
3631,,於是 這樣 的 教育 方式 <讓> 她 在 漸漸 長大 後 再 也 不 曾 掉 過 眼淚 （ 應該 說 是 不肯 掉 眼淚 （ ，,於是/c 這樣/r 的/uj 教育/vn 方式/n,她/r 在/p 漸漸/d 長大/ns 後/f 再/d 也/d 不/d 曾/d 掉/zg 過/ug 眼淚/n 應該/v 說/zg 是/v 不肯/v 掉/zg 眼淚/n,,,,,,,
3633,,他 大量 的 閱讀 、 他 不斷 與 她 分享 及 研究 探討 各 類 資訊 、 他 的 身高 恰恰 能 <讓> 她 在 擁抱 時 整 個 頭 埋進 他 懷裡 、 他 的 香水味 有(V_2) 著 她 最愛 的 基調 、 他 從不 忘記 在 任何 地方 牽 著 她 的 手 一起 走 、 他 不 介意 在 任何 地點 擁抱 她 而且 絕不 會 扭捏 的 東張西望 、 他 浪漫 卻 又 實際 、 他 安靜 卻 不 沉悶 ；,他/r 大量/n 的/uj 閱讀/v 他/r 不斷/d 與/zg 她/r 分享/v 及/c 研究/vn 探討/v 各/r 類/zg 資訊/n 他/r 的/uj 身高/v 恰恰/d 能/v,她/r 在/p 擁抱/v 時/zg 整/v 個/zg 頭/n 埋進/x 他/r 懷裡/x 他/r 的/uj 香水味/n 有/v V/x 2/x 著/n 她/r 最愛/a 的/uj 基調/n 他/r 從不/d 忘記/v 在/p 任何/r 地方/n 牽/v 著/n 她/r 的/uj 手/n 一起/m 走/v 他/r 不/d 介意/v 在/p 任何/r 地點/n 擁抱/v 她/r 而且/c 絕不/d 會/v 扭捏/v 的/uj 東張西望/nr 他/r 浪漫/a 卻/d 又/d 實際/n 他/r 安靜/nr 卻/d 不/d 沉悶/a,,,,,,,
3637,,撕扯 的 力量 已經 大 到 <讓> 我 不得不 開門 探問 。,撕扯/v 的/uj 力量/n 已經/d 大/a 到/v,我/r 不得不/d 開門/v 探問/v,,,,,,,
3638,,也許 是 我 這樣 的 神情 <讓> V 誤以為 我 就 快 達到 那 情慾 的 「 最高點 」 了 ，,也許/d 是/v 我/r 這樣/r 的/uj 神情/n,V/x 誤以/x 為/zg 我/r 就/d 快/a 達到/v 那/r 情慾/n 的/uj 最高點/n 了/ul,,,,,,,
3641,,關於 The Velvet Underground 的 〈 星期天 早晨 〉 不 知道 為什麼 會 <讓> 我 想起 我 和 女友 共渡 的 每 一 個 星期天 早晨 。,關於/p The/eng Velvet/eng Underground/eng 的/uj 星期天/t 早晨/t 不/d 知道/v 為/zg 什麼/r 會/v,我/r 想起/v 我/r 和/c 女友/n 共渡/x 的/uj 每/zg 一/m 個/zg 星期天/t 早晨/t,,,,,,,
3642,,那樣 奇異 的 角度 會 <讓> 我 覺得 女友 恍然 就是 聖母瑪麗亞 的 化身 ，,那樣/r 奇異/a 的/uj 角度/n 會/v,我/r 覺得/v 女友/n 恍然/d 就是/d 聖母/n 瑪麗亞/nr 的/uj 化身/n,,,,,,,
3644,,這樣 的 發現 <讓> 我 不寒而慄 了 起來 ，,這樣/r 的/uj 發現/v,我/r 不寒而慄/nr 了/ul 起來/v,,,,,,,
3645,,眼前 所有 人 、 事 、 物 的 組合 都 <讓> 我 連連 想要 打哈欠 。,眼前/t 所有/b 人/n 事/n 物/zg 的/uj 組合/v 都/d,我/r 連連/d 想要/v 打哈欠/v,,,,,,,
3649,,那 神情 <讓> 我 想到 遼闊 的 海洋 ，,那/r 神情/n,我/r 想到/v 遼闊/a 的/uj 海洋/ns,,,,,,,
3657,,卻 又 感激 她 <讓> 我 有(V_2) 喜歡 那 個 男孩 的 可能[+nom] 。,卻/d 又/d 感激/v 她/r,我/r 有/v V/x 2/x 喜歡/v 那/r 個/zg 男孩/n 的/uj 可能/v nom/eng,,,,,,,
3658,,因為 他 的 存在[+nom] 似乎 可以 <讓> 我 忘掉 一些 痛苦[+nom] 。,因為/x 他/r 的/uj 存在/v nom/eng 似乎/d 可以/c,我/r 忘掉/v 一些/m 痛苦/an nom/eng,,,,,,,
3660,,他 說 他 想 <讓> 家 裡 的 人 也 認識 我 。,他/r 說/zg 他/r 想/v,家/q 裡/zg 的/uj 人/n 也/d 認識/v 我/r,,,,,,,
3667,,塞到 嘴巴 裡 不要 <讓> 他 竄出來 ，,塞到/x 嘴巴/n 裡/zg 不要/df,他/r 竄/zg 出來/v,,,,,,,
3669,,我 真的 該 <讓> 季維 用 這 組 杯子 嗎 ？,我/r 真的/d 該/r,季維/x 用/p 這/zg 組/zg 杯子/n 嗎/y,,,,,,,
3670,,是 那 個 能 <讓> 我 活 得 平凡 又 自我 的 傢伙 ，,是/v 那/r 個/zg 能/v,我/r 活/vn 得/ud 平凡/a 又/d 自我/r 的/uj 傢伙/n,,,,,,,
3672,,使 我們 感到 若是 <讓> 心 裡 的 一 絲 疑問 表露出來 ，,使/v 我們/r 感到/v 若/c 是/v,心/n 裡/zg 的/uj 一/m 絲/m 疑問/v 表露/v 出來/v,,,,,,,
3678,,但 總產量 大約 還 很 難以 <讓> 山民 們 自豪 到 將 寨子 授 於 「 蜂桶 」 稱號 ，,但/c 總產量/n 大約/d 還/d 很/zg 難以/d,山民/n 們/k 自豪/n 到/v 將/zg 寨子/n 授/vg 於/nr 蜂桶/x 稱號/n,,,,,,,
3683,,所以 男人 最 不 願意 <讓> 人 告訴 他 該 如何 做 事 。,所以/c 男人/n 最/d 不/d 願意/v,人/n 告訴/v 他/r 該/r 如何/r 做/v 事/n,,,,,,,
3685,,特別 是 你 想 <讓> 她們 少 些 焦慮 的話 。,特別/d 是/v 你/r 想/v,她們/r 少/a 些/q 焦慮/a 的話/u,,,,,,,
3686,,你 就 不會 <讓> 它們 聽起來 是 在 責備 他 。,你/r 就/d 不會/v,它們/r 聽/v 起來/v 是/v 在/p 責備/n 他/r,,,,,,,
3687,,然而 她 的確 需要 用 一 種 不 <讓> 他 感到 被 責備 的 方式 來 表達 自己 的 感情 。,然而/c 她/r 的確/d 需要/v 用/p 一/m 種/m 不/d,他/r 感到/v 被/p 責備/n 的/uj 方式/n 來/zg 表達/v 自己/r 的/uj 感情/n,,,,,,,
3691,,拉開 與 女人 的 距離 會 <讓> 他 重新 建立 自己 ，,拉開/v 與/zg 女人/n 的/uj 距離/n 會/v,他/r 重新/a 建立/v 自己/r,,,,,,,
3692,,在 學會 <讓> 男人 有(V_2) 他 的 距離 和 空間 後 ，,在/p 學會/n,男人/n 有/v V/x 2/x 他/r 的/uj 距離/n 和/c 空間/n 後/f,,,,,,,
3693,,她 要 <讓> 自己 不再 跟 在 他 後面 ，,她/r 要/v,自己/r 不再/d 跟/p 在/p 他/r 後面/f,,,,,,,
3694,,他們 總是 設法 <讓> 女人 高興 ，,他們/r 總是/c 設法/n,女人/n 高興/b,,,,,,,
3695,,男人 要 <讓> 女人 感覺到 她 能 安全 地 經歷 這 種 波動 ，,男人/n 要/v,女人/n 感覺/n 到/v 她/r 能/v 安全/an 地/uv 經歷/n 這/zg 種/m 波動/vn,,,,,,,
3696,,她 就 <讓> 他 知道 ，,她/r 就/d,他/r 知道/v,,,,,,,
3697,,但 不 平等 的 分數 <讓> 她 很 難 感激 他 做 的 十 分 。,但/c 不/d 平等/a 的/uj 分數/n,她/r 很/zg 難/zg 感激/v 他/r 做/v 的/uj 十/m 分/v,,,,,,,
3700,,給 她 足夠 的 空間 <讓> 她 自己 去 考慮 ，,給/p 她/r 足夠/v 的/uj 空間/n,她/r 自己/r 去/v 考慮/v,,,,,,,
3704,,試驗 的 方法 是 <讓> 他 的 蛇 在 被 試 者 身 上 咬 一 口 ，,試驗/vn 的/uj 方法/n 是/v,他/r 的/uj 蛇/n 在/p 被/p 試/v 者/k 身/ng 上/f 咬/v 一/m 口/q,,,,,,,
3705,,這時 人群 中 有(V_2) 人 說 可以 <讓> 蛇 咬 他 手 上 的 虎口 。,這時/r 人群/n 中/f 有/v V/x 2/x 人/n 說/zg 可以/c,蛇/n 咬/v 他/r 手/n 上/f 的/uj 虎口/ns,,,,,,,
3710,,他 就 給 我 錢 <讓> 我 自己 到 外面 解決 ，,他/r 就/d 給/p 我/r 錢/n,我/r 自己/r 到/v 外面/f 解決/v,,,,,,,
3712,,小時候 我 的 三 個 孩子 也 是 一直 都 <讓> 他們 在 學校 吃 便當 。,小時候/n 我/r 的/uj 三/m 個/zg 孩子/n 也/d 是/v 一直/d 都/d,他們/r 在/p 學校/n 吃/v 便當/a,,,,,,,
3713,,我 就 想 以後 一定 不要 <讓> 孩子 在 學校 吃飯 。,我/r 就/d 想/v 以後/f 一定/d 不要/df,孩子/n 在/p 學校/n 吃飯/v,,,,,,,
3715,,它 是 絕對 不會 <讓> 你 過敏 ，,它/r 是/v 絕對/d 不會/v,你/r 過敏/nr,,,,,,,
3723,,我們 也 要 <讓> 孩子 學習到 ，,我們/r 也/d 要/v,孩子/n 學習/v 到/v,,,,,,,
3724,,所以 我們 也 要 <讓> 孩子 學習到 說 我 這 個 真實 的 情緒 ，,所以/c 我們/r 也/d 要/v,孩子/n 學習/v 到/v 說/zg 我/r 這/zg 個/zg 真實/d 的/uj 情緒/n,,,,,,,
3726,,父母親 可能 以為 <讓> 他 哭 一 哭 ，,父母親/n 可能/v 以為/x,他/r 哭/v 一/m 哭/v,,,,,,,
3729,,你 <讓> 他 想 辦法 發洩 講出來 。,你/r,他/r 想/v 辦法/n 發洩/x 講/zg 出來/v,,,,,,,
3731,,他 也 總會 <讓> 你 了解 的 。,他/r 也/d 總會/n,你/r 了解/v 的/uj,,,,,,,
3732,,可是 你 <讓> 他 知道 那 種 溫暖 的 時候 ，,可是/c 你/r,他/r 知道/v 那/r 種/m 溫暖/an 的/uj 時候/n,,,,,,,
3733,,但是 我 覺得 還是 要 <讓> 他 最好 能夠 表達出來 ，,但是/c 我/r 覺得/v 還是/c 要/v,他/r 最好/a 能夠/v 表達出來/l,,,,,,,
3735,,那 這樣子 呢 <讓> 他 覺得 爸爸 媽媽 是 支持 我 的 。,那/r 這樣/r 子/ng 呢/y,他/r 覺得/v 爸爸/n 媽媽/n 是/v 支持/v 我/r 的/uj,,,,,,,
3738,,何妨 <讓> 他 多 玩 一點 。,何妨/r,他/r 多/m 玩/v 一點/m,,,,,,,
3739,,我 小時候 就 <讓> 他 多 玩 一點 。,我/r 小時候/n 就/d,他/r 多/m 玩/v 一點/m,,,,,,,
3741,,他 這 種 情況 真 <讓> 我 擔心 ！,他/r 這/zg 種/m 情況/n 真/d,我/r 擔心/v,,,,,,,
3743,,就是說 它 可以 <讓> 你 更 認 清楚 你 自己 。,就是說/c 它/r 可以/c,你/r 更/d 認/v 清楚/a 你/r 自己/r,,,,,,,
3745,,當 我們 <讓> 他 逐漸逐漸 在 適度 的 壓力 的 情況 底下 ，,當/t 我們/r,他/r 逐漸/d 逐漸/d 在/p 適度/a 的/uj 壓力/n 的/uj 情況/n 底下/f,,,,,,,
3749,,那麼 如果 能夠 鼓勵 他 說 過去 的 就 <讓> 它 過去 ，,那麼/r 如果/c 能夠/v 鼓勵/v 他/r 說/zg 過去/t 的/uj 就/d,它/r 過去/t,,,,,,,
