id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
907,,後者 則 有(V_2) 著 「 <使> 人類 的 故事 去掉 那些 充滿 虛假 幻象 的 有(V_2) 目的 的 過去 而 得到 淨化 」 的 遠景 。,後者/n 則/zg 有/v V/x 2/x 著/n,人類/n 的/uj 故事/n 去掉/v 那些/r 充滿/a 虛假/a 幻象/n 的/uj 有/v V/x 2/x 目的/n 的/uj 過去/t 而/c 得到/v 淨化/n 的/uj 遠景/n,,,,,,,
908,,在 某 種 意義 上 卻 幫助 摧毀 過去 <使> 之 不 成為 一 個 社會 動力 、 一 個 人類 命運 的 綜合 全面 說明 。,在/p 某/r 種/m 意義/n 上/f 卻/d 幫助/v 摧毀/v 過去/t,之/u 不/d 成為/x 一/m 個/zg 社會/n 動力/n 一/m 個/zg 人類/n 命運/n 的/uj 綜合/vn 全面/n 說明/v,,,,,,,
910,,但 歷史 的 推理 學問 <使> 它 作為 上訴庭 的 功能 得到 承認 ，,但/c 歷史/n 的/uj 推理/v 學問/n,它/r 作為/x 上訴/v 庭/n 的/uj 功能/n 得到/v 承認/v,,,,,,,
915,,關鍵 還 在於 易 <使> 人 以為 歷史 教學 就 是 歷史 教科書 的 教學[+nom] ，,關鍵/n 還/d 在於/v 易/a,人/n 以為/x 歷史/n 教學/n 就/d 是/v 歷史/n 教科書/n 的/uj 教學/n nom/eng,,,,,,,
916,,歷史 教學 是 要 <使> 學生 通過 瞭解 教科書 提供 的 歷史 知識 框架 ，,歷史/n 教學/n 是/v 要/v,學生/n 通過/p 瞭解/v 教科書/n 提供/v 的/uj 歷史/n 知識/v 框架/n,,,,,,,
917,,吾人 特別 設法 <使> 所有 各 方面 ，,吾人/r 特別/d 設法/n,所有/b 各/r 方面/n,,,,,,,
921,,雖然 早期 的 罪名 至今 仍 <使> 他 抬[+spv] 不 起 頭[+spo] ，,雖然/c 早期/t 的/uj 罪名/n 至今/d 仍/zg,他/r 抬/v spv/eng 不/d 起/v 頭/n spo/eng,,,,,,,
922,,他 雖然 能 <使> 我 十分 衝動 ，,他/r 雖然/c 能/v,我/r 十分/m 衝動/vn,,,,,,,
923,,但是 他 始終 無法 <使> 我 達到 高潮 ，,但是/c 他/r 始終/d 無法/n,我/r 達到/v 高潮/nr,,,,,,,
925,,我 可憐 的 先生 以為 他 已經 失去 <使> 我 享受 高潮 的 能力 ，,我/r 可憐/v 的/uj 先生/n 以為/x 他/r 已經/d 失去/v,我/r 享受/v 高潮/nr 的/uj 能力/n,,,,,,,
926,,顯然 說 有(V_2) 器官 上 的 原因 <使> 她 不能 在 做愛 時 跨越 那 一 道 門檻 。,顯然/ad 說/zg 有/v V/x 2/x 器官/n 上/f 的/uj 原因/n,她/r 不能/v 在/p 做愛/v 時/zg 跨越/v 那/r 一/m 道/q 門檻/n,,,,,,,
927,,企圖 <使> 民進黨 成為 一 個 連 老實說 都 要 看 人 臉色 的 烏合之眾 。,企圖/n,民進黨/nt 成為/x 一/m 個/zg 連/nr 老/a 實說/v 都/d 要/v 看/v 人/n 臉色/n 的/uj 烏合/nr 之眾/x,,,,,,,
931,,那 <使> 人 容易 聯想成 是 夜晚 徘徊 街頭 拉客 的 貨色 。,那/r,人/n 容易/a 聯想/v 成/n 是/v 夜晚/t 徘徊/v 街頭/s 拉客/nr 的/uj 貨色/n,,,,,,,
934,,南韓 與 蘇聯 建交 將 <使> 北韓 獨自 抗拒 改革 浪潮 變 得 不可能 ，,南韓/nr 與/zg 蘇聯/ns 建交/v 將/zg,北韓/ns 獨自/d 抗拒/v 改革/vn 浪潮/n 變/zg 得/ud 不/d 可能/v,,,,,,,
937,,我們 必須 <使> 國家 統一 。,我們/r 必須/d,國家/n 統一/vn,,,,,,,
940,,可以 扭轉 議題 <使> 其 具備 功能 。,可以/c 扭轉/v 議題/n,其/r 具備/v 功能/n,,,,,,,
951,,這 種 狀況 不僅 <使> 承包商 有(V_2) 厚利 可 圖 ，,這/zg 種/m 狀況/n 不僅/c,承包商/n 有/v V/x 2/x 厚利/nz 可/v 圖/zg,,,,,,,
962,,業 <使> 工作 人員 心 裡 發毛 ，,業/n,工作/vn 人員/n 心/n 裡/zg 發毛/n,,,,,,,
974,,業務 壓力 <使> 我 得到 慢性 胃炎 ，,業務/n 壓力/n,我/r 得到/v 慢性/b 胃炎/n,,,,,,,
976,,那樣 <使> 人 心安 ，,那樣/r,人/n 心安/n,,,,,,,
978,,我 當時 認為 任何 白人 和 黑人 結婚 都 會 <使> 父母 蒙辱 。,我/r 當時/t 認為/x 任何/r 白人/n 和/c 黑人/n 結婚/v 都/d 會/v,父母/n 蒙辱/x,,,,,,,
980,,想 知道 是 什麼 事 <使> 熊安安 一百八十 度 大 轉彎 。,想/v 知道/v 是/v 什麼/r 事/n,熊/nr 安安/ns 一百八十/m 度/zg 大/a 轉彎/v,,,,,,,
995,,宗楨 富有 磁性 的 聲音 即<使> 讀 起 廣告 一樣 <使> 人 頭皮 發麻 ，,宗楨/x 富有/v 磁性/n 的/uj 聲音/n 即/v,讀/v 起/v 廣告/n 一樣/r,,,,,,,
996,,可是 後腦 的 傷 <使> 她 無法 看 得 清楚 那 個 人 ，,可是/c 後腦/n 的/uj 傷/v,她/r 無法/n 看/v 得/ud 清楚/a 那/r 個/zg 人/n,,,,,,,
998,,自己 喪失 主控權 終 <使> 『 任務 』 失敗 。,自己/r 喪失/v 主控/b 權/n 終/d,任務/n 失敗/v,,,,,,,
1001,,結果 只 會 <使> 更多 無辜 地 年輕 女性 遭受 他 的 性 暴力 攻擊 。,結果/n 只/d 會/v,更/d 多/m 無辜/n 地/uv 年輕/a 女性/n 遭受/v 他/r 的/uj 性/n 暴力/n 攻擊/v,,,,,,,
1004,,沒有 經驗 <使> 『 他 』 接受 一 場 又 一 場 媒體 專訪 ，,沒有/v 經驗/n,他/r 接受/v 一/m 場/zg 又/d 一/m 場/zg 媒體/n 專訪/v,,,,,,,
1005,,也 無法 <使> ’ 他 ’ 產生 一絲絲 憐憫 。,也/d 無法/n,他/r 產生/n 一絲絲/mq 憐憫/v,,,,,,,
1006,,因為 你 <使> 我 清醒 了 過來[+vrr] 。,因為/x 你/r,我/r 清醒/a 了/ul 過來/t vrr/eng,,,,,,,
1009,,但 那 笑聲 <使> 他 掀出 了 一 排 大牙 。,但/c 那/r 笑聲/n,他/r 掀出/v 了/ul 一/m 排/v 大牙/ns,,,,,,,
1010,,但 這 種 情形 又 <使> 我 很 困擾 ，,但/c 這/zg 種/m 情形/n 又/d,我/r 很/zg 困擾/v,,,,,,,
1015,,「 經歷 了 」 <使> 我們 不捨 。,經歷/n 了/ul,我們/r 不/d 捨/zg,,,,,,,
1017,,我 必須 <使> 自己 在 她 的 全部 體重 的 懸掛 下 屹立不搖 ，,我/r 必須/d,自己/r 在/p 她/r 的/uj 全部/n 體重/n 的/uj 懸掛/v 下/f 屹立不搖/v,,,,,,,
1023,,那 就 <使> 聽 的 人 打呵欠 了 。,那/r 就/d,聽/v 的/uj 人/n 打呵欠/v 了/ul,,,,,,,
1025,,什麼 事 <使> 小余 品行 變壞 學業 退步 呢 ？,什麼/r 事/n,小余/x 品行/n 變壞/v 學業/n 退步/v 呢/y,,,,,,,
1033,,這些 <使> 人 發生 困擾 的 問題 ，,這些/r,人/n 發生/v 困擾/v 的/uj 問題/n,,,,,,,
1039,,雨 可以 <使> 你 長 得 更 高大 。,雨/n 可以/c,你/r 長/zg 得/ud 更/d 高大/a,,,,,,,
1043,,只有 想 辦法 <使> 家人 積極 樂觀 。,只有/c 想/v 辦法/n,家人/n 積極/ad 樂觀/a,,,,,,,
1047,,這樣 才 可能 <使> 這 種 「 兩岸 悲劇 症 」 從 家 中 消除 。,這樣/r 才/d 可能/v,這/zg 種/m 兩岸/f 悲劇/n 症/zg 從/zg 家/q 中/f 消除/v,,,,,,,
1060,,並且 動腦筋 如何 <使> 孩子 和 自己 得到 生活 上 的 長期 保障 ，,並且/c 動腦筋/n 如何/r,孩子/n 和/c 自己/r 得到/v 生活/vn 上/f 的/uj 長期/d 保障/v,,,,,,,
1065,,但是 情感 容易 <使> 人 公私不分 ，,但是/c 情感/n 容易/a,人/n 公私不分/l,,,,,,,
1077,,也 希望 她 能 寫出 更多 <使> 禪心 與 工作 結合 的 作品 。,也/d 希望/v 她/r 能/v 寫出/v 更/d 多/m,禪心/n 與/zg 工作/vn 結合/v 的/uj 作品/n,,,,,,,
1081,,立志 <使> 人格 崇高 ，,立志/n,人格/n 崇高/nrt,,,,,,,
1087,,空 <使> 一 個 人 懂得 釋懷 ，,空/n,一/m 個/zg 人/n 懂得/v 釋懷/nr,,,,,,,
1088,,「 什麼 <使> 你 那麼 快樂 ？,什麼/r,你/r 那麼/r 快樂/a,,,,,,,
1090,,只有 曠達 才 能 <使> 你 看 得 開 。,只有/c 曠達/nr 才/d 能/v,你/r 看/v 得/ud 開/v,,,,,,,
1091,,因為 你 的 朋友 根本 就 不 懂得 怎麼 <使> 自己 曠達 呀 ！,因為/x 你/r 的/uj 朋友/n 根本/a 就/d 不/d 懂得/v 怎麼/r,自己/r 曠達/nr 呀/y,,,,,,,
1097,,它 <使> 客觀 經驗 的 意識 世界 變 得 紮實 而 不 空虛 。,它/r,客觀/n 經驗/n 的/uj 意識/n 世界/n 變/zg 得/ud 紮實/a 而/c 不/d 空虛/n,,,,,,,
1098,,太多 的 變數 <使> 人 感到 紛擾 。,太多/ns 的/uj 變數/n,人/n 感到/v 紛擾/v,,,,,,,
1100,,這些 症狀 往往 <使> 人 無法 察覺 它 的 真正 根源 。,這些/r 症狀/n 往往/t,人/n 無法/n 察覺/v 它/r 的/uj 真正/d 根源/n,,,,,,,
1105,,人際 關係 如果 沒有 智慧 也 會 <使> 自己 陷入 進退維谷 。,人際/n 關係/n 如果/c 沒有/v 智慧/nr 也/d 會/v,自己/r 陷入/v 進退維谷/n,,,,,,,
1109,,時間 不足 是 <使> 急性子 瘋狂 的 原因 。,時間/n 不足/a 是/v,急性子/n 瘋狂/a 的/uj 原因/n,,,,,,,
1111,,因為 那 會 <使> 你 沉重 和 痛苦 ，,因為/x 那/r 會/v,你/r 沉重/a 和/c 痛苦/an,,,,,,,
1114,,父母 的 叨念 只 會 <使> 孩子 對 該 事物 更加 不滿 ；,父母/n 的/uj 叨念/v 只/d 會/v,孩子/n 對/p 該/r 事物/n 更加/d 不滿/a,,,,,,,
1115,,只是 他 的 好勝心 會 <使> 他 不會 輕易 表露出 「 認輸 」 的 樣子 。,只是/c 他/r 的/uj 好勝心/n 會/v,他/r 不會/v 輕易/a 表露出/v 認輸/vn 的/uj 樣子/n,,,,,,,
1116,,都 是 轉移 焦點 、 企圖 <使> 人民 忘記 當政 者 責任 的 宣傳 花招 。,都/d 是/v 轉移/v 焦點/n 企圖/n,人民/n 忘記/v 當政/n 者/k 責任/n 的/uj 宣傳/vn 花招/nr,,,,,,,
1120,,科技 的 突飛猛進 、 人性 及 思想 的 變異 都 <使> 各 種 藝術 有所 偏移 與 改變 ，,科技/n 的/uj 突飛猛進/i 人性/n 及/c 思想/n 的/uj 變異/n 都/d,各/r 種/m 藝術/n 有所/n 偏移/v 與/zg 改變/v,,,,,,,
1133,,侵蝕 防風林 <使> 木麻黃 死亡 ，,侵蝕/v 防風林/nz,木麻黃/nr 死亡/v,,,,,,,
1135,,它 <使> 脂肪 有(V_2) 代謝 作用 ，,它/r,脂肪/n 有/v V/x 2/x 代謝/v 作用/v,,,,,,,
1136,,維生素Ｃ 能 <使> 傷口 早日 癒合 ，,維生素/nr 能/v,傷口/n 早日/t 癒合/v,,,,,,,
1137,,而 維生素Ｂ <使> 鈣質 容易 被 吸收 。,而/c 維生素/nr,鈣質/n 容易/a 被/p 吸收/v,,,,,,,
1141,,婦女 每 天 喝 綠茶 可 <使> 罹患 卵巢癌 的 危險性 降低 百分之六十 左右 ，,婦女/n 每/zg 天/q 喝/vg 綠茶/n 可/v,罹患/v 卵巢癌/n 的/uj 危險性/n 降低/v 百分之六十/m 左右/m,,,,,,,
1145,,可 延緩 衰老 飲食 核酸 作為 <使> 遺傳 物質 活潑 代謝 的 原料 ，,可/v 延緩/v 衰老/a 飲食/n 核酸/n 作為/x,遺傳/vn 物質/n 活潑/a 代謝/v 的/uj 原料/n,,,,,,,
1149,,而 伸縮 褲勾 則 <使> 水桶 腰 不再 有(V_2) 束縛感 。,而/c 伸縮/v 褲勾/n 則/zg,水桶/n 腰/n 不再/d 有/v V/x 2/x 束縛/vn 感/v,,,,,,,
1152,,原始 的 目的 是 要 <使> 薦腸 關節 韌帶 放鬆 ，,原始/v 的/uj 目的/n 是/v 要/v,薦腸/x 關節/n 韌帶/n 放鬆/v,,,,,,,
1153,,都 會 拉緊 大拇指 而 <使> 外 側 伸 肌腱 受傷 。,都/d 會/v 拉緊/v 大拇指/n 而/c,外/f 側/v 伸/v 肌腱/n 受傷/v,,,,,,,
1154,,元代 工匠 透過 雕刻 、 梳刷 、 鑄造 、 鑲嵌 等 複雜 的 工序 <使> 製品 更 有(V_2) 生氣 ，,元代/t 工匠/n 透過/v 雕刻/n 梳刷/x 鑄造/v 鑲嵌/v 等/u 複雜/a 的/uj 工序/n,製品/n 更/d 有/v V/x 2/x 生氣/n,,,,,,,
1162,,它 <使> 無價 的 水 ，,它/r,無價/v 的/uj 水/n,,,,,,,
1169,,增訂 章程 第三十 款 <使> 工部局 的 這些 做法 得到 了 法律 上 的 追認 。,增訂/v 章程/n 第三十/m 款/m,工部局/n 的/uj 這些/r 做法/v 得到/v 了/ul 法律/n 上/f 的/uj 追認/v,,,,,,,
1171,,沒有 資格 的 建築師 也 必須 <使> 該 委員會 知道 他們 充分 熟悉 專業 的 常識 ，,沒有/v 資格/n 的/uj 建築師/n 也/d 必須/d,該/r 委員會/n 知道/v 他們/r 充分/ad 熟悉/v 專業/n 的/uj 常識/n,,,,,,,
1175,,在 工部局 為 <使> 該 職業 規範化 的 努力 中 ，,在/p 工部局/n 為/zg,該/r 職業/n 規範化/n 的/uj 努力/ad 中/f,,,,,,,
1177,,實行 建築師 註冊 登記 將 <使> 不 合格 的 建築 從 上海 的 建築 世界 裡 消失 。,實行/v 建築師/n 註冊/v 登記/v 將/zg,不/d 合格/n 的/uj 建築/n 從/zg 上海/ns 的/uj 建築/n 世界/n 裡/zg 消失/n,,,,,,,
1180,,有利於 防止 因 業主 得到 設計 圖紙 後 改 請 他人 而 <使> 設計 得[+vrv] 不 到[+vrr] 酬金 的 情況 發生 ，,有利於/v 防止/v 因/p 業主/n 得到/v 設計/vn 圖紙/n 後/f 改/v 請/zg 他人/r 而/c,設計/vn 得/ud vrv/eng 不/d 到/v vrr/eng 酬金/n 的/uj 情況/n 發生/v,,,,,,,
1182,,如 因 本 工程 而 <使> 其 有(V_2) 所 損壞 及 圮坍 時 ，,如/v 因/p 本/r 工程/n 而/c,其/r 有/v V/x 2/x 所/c 損壞/v 及/c 圮/zg 坍/zg 時/zg,,,,,,,
1183,,日常 生活 的 壓力 <使> 市民 對 政治 產生 無奈 ，,日常/d 生活/vn 的/uj 壓力/n,市民/n 對/p 政治/n 產生/n 無奈/d,,,,,,,
1187,,但是 工業城 <使> 生活 環境 變得 惡劣 ，,但是/c 工業/n 城/n,生活/vn 環境/n 變得/v 惡劣/a,,,,,,,
1189,,有時 更 <使> 某些 器材 看起來 有如 雕刻 藝術 ，,有時/r 更/d,某些/r 器材/n 看起來/v 有如/v 雕刻/n 藝術/n,,,,,,,
1209,,國際化 、 資訊化 已 <使> 人 、 物 、 資訊 、 金錢 超越 國界 ，,國際化/nt 資訊/n 化/n 已/d,人/n 物/zg 資訊/n 金錢/n 超越/v 國界/n,,,,,,,
1230,,而 地方 的 規律 如何 <使> 人 居住 愉快 ？,而/c 地方/n 的/uj 規律/n 如何/r,人/n 居住/v 愉快/a,,,,,,,
1234,,人 對 地 、 環境 的 侵略 、 掠奪 、 征服 心態 已 <使> 其間 和諧 關係 破裂 ，,人/n 對/p 地/uv 環境/n 的/uj 侵略/v 掠奪/v 征服/v 心態/n 已/d,其間/r 和諧/a 關係/n 破裂/v,,,,,,,
1236,,距離 <使> 人們 與 自然 共存 的 觀光 遊憩 的 終極 理想 仍 甚 遙遠 。,距離/n,人們/n 與/zg 自然/d 共存/v 的/uj 觀光/n 遊憩/v 的/uj 終極/n 理想/n 仍/zg 甚/zg 遙遠/a,,,,,,,
1239,,然而 水庫 的 建設 將 <使> 河川 流量 激減 ，,然而/c 水庫/n 的/uj 建設/vn 將/zg,河川/ns 流量/n 激減/x,,,,,,,
1240,,水庫 施工 又 <使> 珊瑚 窒息 致死 ，,水庫/n 施工/vn 又/d,珊瑚/n 窒息/v 致死/v,,,,,,,
1241,,森林 的 開拓 也 <使> 珍禽 奇 獸 瀕臨 絕滅 ，,森林/n 的/uj 開拓/v 也/d,珍禽/n 奇/ag 獸/n 瀕臨/v 絕滅/v,,,,,,,
1251,,但 均 著重 於 <使> 其 具備 上下 水道 ，,但/c 均/d 著重/x 於/nr,其/r 具備/v 上下/f 水道/n,,,,,,,
1254,,故 <使> 都市 整體 陳腐化 ，,故/n,都市/ns 整體/n 陳/nr 腐化/v,,,,,,,
1261,,不要 讓 政治 的 大 轉彎 <使> 業界 無所適從 而 成為 投資 變數 的 主因 。,不要/df 讓/v 政治/n 的/uj 大/a 轉彎/v,業界/n 無所適從/i 而/c 成為/x 投資/vn 變數/n 的/uj 主因/n,,,,,,,
1262,,這些 因素 都 <使> 投資 業者 非常 困擾 ，,這些/r 因素/n 都/d,投資/vn 業者/n 非常/d 困擾/v,,,,,,,
1264,,全 世界 的 政治 人物 都 在 想 如何 <使> 國內 的 房地產 行業 更 好 ，,全/a 世界/n 的/uj 政治/n 人物/n 都/d 在/p 想/v 如何/r,國內/s 的/uj 房地產/j 行業/n 更/d 好/a,,,,,,,
1269,,因而 停車量 問題 或 建物 是否 擋到 隔壁 電波 的 種種 影響 都 將 <使> 建築 成本 提高 ，,因而/c 停車/v 量/n 問題/n 或/c 建物/n 是否/v 擋/zg 到/v 隔壁/s 電波/n 的/uj 種種/q 影響/vn 都/d 將/zg,建築/n 成本/n 提高/v,,,,,,,
1271,,地下室 要 計入 容積率 的 辦法 也 <使> 大家 憂心忡忡 ，,地下室/n 要/v 計入/v 容積率/n 的/uj 辦法/n 也/d,大家/n 憂心忡忡/i,,,,,,,
1272,,這 辦法 將 會 <使> 建築物 地下室 納入 容積 管制 ，,這/zg 辦法/n 將/zg 會/v,建築物/n 地下室/n 納入/v 容積/n 管制/vn,,,,,,,
1274,,而 社會 的 不 合理 反過來 還 要 <使> 行業 制度 的 合理 大大 地 打上 折扣 。,而/c 社會/n 的/uj 不/d 合理/vn 反過來/d 還/d 要/v,行業/n 制度/n 的/uj 合理/vn 大大/b 地/uv 打上/v 折扣/v,,,,,,,
1275,,閔行 、 虹橋 、 漕河涇 更 <使> 砝碼 重重 地 西 移 。,閔行/x 虹橋/ns 漕河涇/ns 更/d,砝碼/n 重重/a 地/uv 西/f 移/v,,,,,,,
1276,,但 「 西區 」 依舊 <使> 人 聯想到 高級 、 豪華 、 正宗 、 老牌 。,但/c 西區/ns 依舊/z,人/n 聯想/v 到/v 高級/b 豪華/a 正宗/nz 老牌/n,,,,,,,
1279,,他們 便 試圖 以 都市 計畫 手段 <使> 這 個 市鎮 能 繼續 生存下去 。,他們/r 便/d 試圖/v 以/p 都市/ns 計畫/x 手段/n,這/zg 個/zg 市鎮/n 能/v 繼續/v 生存/v 下去/t,,,,,,,
1281,,目的 在於 透過 歷史性 的 教育 <使> 居民 自覺 保護 自己 的 居住 環境 是 多麼 重要 ，,目的/n 在於/v 透過/v 歷史性/n 的/uj 教育/vn,居民/n 自覺/d 保護/v 自己/r 的/uj 居住/v 環境/n 是/v 多麼/r 重要/a,,,,,,,
1283,,我 覺得 這 是 一 個 能夠 <使> 日本人 和 亞洲人 更 好 的 欣賞 景觀 方法 。,我/r 覺得/v 這/zg 是/v 一/m 個/zg 能夠/v,日本/ns 人/n 和/c 亞洲/ns 人/n 更/d 好/a 的/uj 欣賞/v 景觀/n 方法/n,,,,,,,
1284,,如何 <使> 地方 人士 支持 保存區 的 保存 計畫 ？,如何/r,地方/n 人士/n 支持/v 保存/v 區/n 的/uj 保存/v 計畫/x,,,,,,,
1291,,開放 民營 是否 會 因 經營 機構 以 追求 最 大 利潤 為 目的 而 <使> 遊樂區 成為 有錢 有閒 階級 才 享有 之 休閒 空間 ？,開放/v 民營/b 是否/v 會/v 因/p 經營/vn 機構/n 以/p 追求/v 最/d 大/a 利潤/n 為/zg 目的/n 而/c,遊樂區/n 成為/x 有錢/v 有閒/l 階級/n 才/d 享有/v 之/u 休閒/v 空間/n,,,,,,,
1295,,開始 實施 「 個別 勞工 法 」 <使> 四十 個 部門 的 私人 服務業 合法化 ，,開始/v 實施/v 個別/n 勞工/vn 法/j,四十/m 個/zg 部門/n 的/uj 私人/n 服務業/n 合法化/vn,,,,,,,
1306,,過 亮 的 環境 會 <使> 人 浮躁 ，,過/ug 亮/v 的/uj 環境/n 會/v,人/n 浮躁/a,,,,,,,
1307,,． 工作站 的 設計 應 避免 <使> 光源 如 窗戶 或 燈具 造成 直接 眩 光 ，,工作站/n 的/uj 設計/vn 應/v 避免/v,光源/n 如/v 窗戶/n 或/c 燈具/n 造成/v 直接/ad 眩/v 光/n,,,,,,,
1309,,半 鏡面 （ Ｓｅｍｉ — ｓｐｅｃｕｌａｒ ） 之 拋物狀 格柵 或 橫向 <使>用 斜紋式 鋁 隔板 則 多少 會 漫 射 光線 而 <使> 遮光 效果 較 不 精確 ，,半/m 鏡面/n 之/u 拋物/n 狀/ng 格柵/x 或/c 橫向/v,用/p 斜紋/n 式/k 鋁/n 隔板/n 則/zg 多少/m 會/v 漫/a 射/v 光線/n 而/c,,,,,,,
1312,,甚至 新式 將 ＶＤＴ 置於 桌面 下凹處 <使> 螢幕 傾斜 ５０７０ 度 。,甚至/d 新式/n 將/zg 置於/v 桌面/n 下/f 凹處/n,螢幕/n 傾斜/v 度/zg,,,,,,,
1323,,樓 地板 面積 增加 的 結果 <使> 人口 密度 提高 ，,樓/n 地板/n 面積/n 增加/v 的/uj 結果/n,人口/n 密度/n 提高/v,,,,,,,
1325,,因為 諸多 獎勵 措施 <使> 其 獲利 ，,因為/x 諸多/m 獎勵/vn 措施/n,其/r 獲利/v,,,,,,,
1330,,且 鼓勵 基地 合併 以 <使> 開放 空間 之 留設 能 整體 規劃 ，,且/zg 鼓勵/v 基地/n 合併/v 以/p,開放/v 空間/n 之/u 留設/x 能/v 整體/n 規劃/n,,,,,,,
1354,,如何 <使> 購屋人 購屋 是 以 「 <使>用 」 為主 ，,如何/r,購屋/n 人/n 購屋/n 是/v 以/p,,,,,,,
1355,,目前 住宅 高層化 而 <使> 公共 空間 加大 ，,目前/t 住宅/n 高層/n 化/n 而/c,公共/b 空間/n 加大/v,,,,,,,
1356,,針對 市場 的 「 造型 」 取向 而 <使> 建築師 設計出 粗糙 或 失敗 的 住宅 平面 來 談 ，,針對/p 市場/n 的/uj 造型/n 取向/v 而/c,建築師/n 設計/vn 出/v 粗糙/a 或/c 失敗/v 的/uj 住宅/n 平面/n 來/zg 談/v,,,,,,,
1362,,色目人 <使> 外來 文化 藝術 滲入 泉州 各 個 方面 ，,色目人/n,外來/f 文化/n 藝術/n 滲入/v 泉州/ns 各/r 個/zg 方面/n,,,,,,,
1366,,希望 這樣 能 <使> 她 和 男友 的 關係 永久 維繫 下去 。,希望/v 這樣/r 能/v,她/r 和/c 男友/n 的/uj 關係/n 永久/d 維繫/n 下去/t,,,,,,,
1369,,「 我 也 知道 那 <使> 我 的 室友 很 難受 ，,我/r 也/d 知道/v 那/r,我/r 的/uj 室友/n 很/zg 難受/v,,,,,,,
1371,,因為 我 不能 <使> 時光 倒流 。,因為/x 我/r 不能/v,時光/n 倒流/v,,,,,,,
1372,,縫合 陰道 口 可以 <使> 陰道 口 變窄 ，,縫合/v 陰道/n 口/q 可以/c,陰道/n 口/q 變窄/v,,,,,,,
1373,,現在 反 成 了 <使> 女人 痛 得 死去活來 的 根源 ，,現在/t 反/zg 成/n 了/ul,女人/n 痛/a 得/ud 死去活來/l 的/uj 根源/n,,,,,,,
1375,,也 益發 <使> 她 關心 女性 在 科學 工作 上 的 機會 和 權益 。,也/d 益發/nz,她/r 關心/n 女性/n 在/p 科學/n 工作/vn 上/f 的/uj 機會/n 和/c 權益/n,,,,,,,
1389,,這 種 錯誤 <使> 地球 遭遇 諸般 災禍 ，,這/zg 種/m 錯誤/n,地球/n 遭遇/n 諸般/r 災禍/n,,,,,,,
1390,,幫助 地球人 深刻 思考 如何 <使> 地球 變成 理想國 。,幫助/v 地球/n 人/n 深刻/d 思考/v 如何/r,地球/n 變成/v 理想國/n,,,,,,,
1391,,我 想 可能 是 因為 這樣 能 <使> 生命體 的 本質 ，,我/r 想/v 可能/v 是/v 因為/x 這樣/r 能/v,生命體/n 的/uj 本質/n,,,,,,,
1392,,從 過去 的 記憶 中 除去 造成 疾病 的 潛意識 來 <使> 患者 痊癒 。,從/zg 過去/t 的/uj 記憶/n 中/f 除去/t 造成/v 疾病/n 的/uj 潛意識/n 來/zg,患者/n 痊癒/v,,,,,,,
1394,,這些 事情 <使> 他 身為 科學家 的 理性 受到 考驗 ，,這些/r 事情/n,他/r 身為/x 科學家/n 的/uj 理性/n 受到/v 考驗/vn,,,,,,,
1395,,母性 的 本能 <使> 我 將 寶寶 放 在 第一 位 ，,母性/n 的/uj 本能/n,我/r 將/zg 寶寶/nr 放/v 在/p 第一/m 位/q,,,,,,,
1396,,他 的 堅持 <使> 我 完全 失去 性慾 ，,他/r 的/uj 堅持/v,我/r 完全/ad 失去/v 性慾/n,,,,,,,
1398,,而 我 男友 卻 <使> 我 感到 自己 只 是 個 物體 。,而/c 我/r 男友/n 卻/d,我/r 感到/v 自己/r 只/d 是/v 個/zg 物體/n,,,,,,,
1400,,我 了解到 <使> 性 變得 美好 的 因素 並 不 是 高超 的 技巧 ，,我/r 了解/v 到/v,性/n 變得/v 美好/a 的/uj 因素/n 並/c 不/d 是/v 高超/nr 的/uj 技巧/n,,,,,,,
1401,,但是 躺 在 我 旁邊 簡直 就 要 <使> 他 發狂 了 ，,但是/c 躺/v 在/p 我/r 旁邊/f 簡直/d 就/d 要/v,他/r 發狂/a 了/ul,,,,,,,
1402,,我 想要 <使> 他 快樂 ，,我/r 想要/v,他/r 快樂/a,,,,,,,
1404,,因為 我 怕 性 會 <使> 我 失去 控制 ，,因為/x 我/r 怕/v 性/n 會/v,我/r 失去/v 控制/v,,,,,,,
1409,,臉型 瘦長 的 人 畫 小 嘴唇 易 <使> 臉蛋 看起來 更 瘦 ，,臉型/n 瘦長/n 的/uj 人/n 畫/n 小/a 嘴唇/n 易/a,臉蛋/n 看起來/v 更/d 瘦/a,,,,,,,
1410,,臉型 大 的 人 畫 小 嘴巴 易 <使> 臉 看來 更 大 ；,臉型/n 大/a 的/uj 人/n 畫/n 小/a 嘴巴/n 易/a,臉/n 看來/v 更/d 大/a,,,,,,,
1413,,第二 章 、 系統 簡介 • 為 了 <使> 剖析 中文 語句 的 功能 強 且 正確 ，,第二/m 章/q 系統/n 簡介/v 為/zg 了/ul,剖析/vn 中文/nz 語句/n 的/uj 功能/n 強/zg 且/zg 正確/ad,,,,,,,
1415,,」 她 的 抱怨 又 <使> 我 遁入 了 往日 的 情懷 。,她/r 的/uj 抱怨/v 又/d,我/r 遁入/v 了/ul 往日/t 的/uj 情懷/n,,,,,,,
1416,,酒精 <使> 我 遺忘 了 這 個 世界 。,酒精/n,我/r 遺忘/v 了/ul 這/zg 個/zg 世界/n,,,,,,,
