"","ResuPred","Sentence","Causer","MentalS","Causee","MentalO","Property","Transitivity","Varieties","Resource"
"165","使","· 由 原<U+6765> 的 <U+4E24> <U+5C42> <U+7ED3>构 改<U+8FDB> 成 <U+73B0>在 的 三 <U+5C42> <U+7ED3>构 ， <使> <U+7535><U+70ED>膜 在 <U+94FA><U+88C5> <U+8FC7>程 中 更 <U+7ED3><U+5B9E> 更 牢固 .","三 <U+5C42> <U+7ED3>构",0,"<U+7535><U+70ED>膜",0,"physical","INTR","CHS","ASBC"
"166","使","希腊<U+8BED> 地位 的 降低 <使> 拉丁<U+8BED> y 和 i 的 使用 <U+53D8>得 混<U+4E71> ， 互<U+6362> <U+73B0>象 <U+6E10>增 ， 甚至 出<U+73B0> 在 拉丁<U+8BED> 固有 <U+8BCD><U+6C47> 上 。","希腊<U+8BED> 地位 的 降低",0,"拉丁<U+8BED> y 和 i 的 使用",0,"physical","INTR","CHS","ASBC"
"167","使","波林 在 1978年 成立 生存 研究 <U+5B9E><U+9A8C>室 ， <使> 他 成<U+4E3A> 工<U+4E1A> 表演 <U+827A><U+672F> 的 第一 位 <U+4ECE><U+4E1A>者 ， 以及 大型 机器 表演 的 先<U+9A71> 。","波林",1,"他",1,"inducive","TR","CHS","ASBC"
"168","使","机器 被 重<U+7EC4> ， 以 <使> 它<U+4EEC> <U+4ECE> 最初 <U+8BBE><U+8BA1> 的 功能 中 解放 出<U+6765> 。","机器 被 重<U+7EC4>",0,"它們",1,"affective","INTR","CHS","ASBC"
"169","使","象征 <U+7740> 自 更 高 <U+6743>力 而 <U+6765> 的 偷听者 的 木制 <U+5934>像 被 <U+89C6><U+4E3A> <U+5BF9> 大<U+4F1A> 成<U+5458> <U+8FDB>行 威<U+6151> <使> 其 不 敢 撒<U+8C0E> 。","木制 <U+5934>像",0,"其 (大<U+4F1A> 成<U+5458>)",1,"affective","TR","CHS","ASBC"
"170","使","1990年 Schreiber 和 Jeong 小<U+7EC4> <U+53D1><U+73B0> 一些 氧化 胺<U+7C7B> ， 如 NMO 和 TMANO 能 明<U+663E> 促<U+8FDB> 反<U+5E94> 的 <U+8FDB>行 ， <使> 反<U+5E94> <U+6E29>度 降至 室<U+6E29> ， 反<U+5E94> <U+65F6><U+95F4> <U+7F29>短 ， <U+4EA7>率 增加 。","NMO 和 TMANO",0,"反<U+5E94> <U+6E29>度",0,"physical","TR","CHS","ASBC"
"171","使","合作 曙光 <U+7B80>便 了 <U+6C9F>通 ， <使> 研究 <U+56E2><U+961F> 及 <U+9879>目 的 交流 <U+53D8>得 更 <U+79EF>极 更 容易 。","合作 曙光",0,"研究 <U+56E2><U+961F> 及 <U+9879>目 的 交流",0,"physical","TR","CHS","ASBC"
"172","使","<U+8BE5> 平台 能 <使> 研究 人<U+5458> 互相 取得 <U+8054>系 ， 并 加入 主<U+9898> 工作<U+7EC4> 群 。","<U+8BE5> 平台",0,"研究 人<U+5458>",1,"affective","TR","CHS","ASBC"
"173","使","<U+5173><U+8054> <U+52A8><U+6001> 值 （ 如 <U+4F1A><U+8BDD> ID ） 的 自<U+52A8> <U+5173><U+8054> <使> <U+811A>本 能<U+591F> 与 多<U+4E2A> <U+865A><U+62DF> 客<U+6237>机 <U+52A8><U+6001> <U+6267>行 。","<U+5173><U+8054> <U+52A8><U+6001> 值 （ 如 <U+4F1A><U+8BDD> ID ） 的 自<U+52A8> <U+5173><U+8054>",0,"<U+811A>本",0,"physical","TR","CHS","ASBC"
"174","使","你 可以 通<U+8FC7> 包括 <U+70B9> 1 在 其中 而使 任何 一 <U+4E2A> U或V <U+95ED>合 ， 但是 你 不 能 <使> 它<U+4EEC> 都 <U+95ED>合 而 仍 保持 它<U+4EEC> 不 相交 。","你",1,"它<U+4EEC>",0,"volitional","INTR","CHS","ASBC"
"175","使","A33<U+53F7> 高速 公路 <U+8D2F>穿 帕德博恩 境<U+5185> ， 并 <U+8FDE>接 A2 及 A44 高速 公路 ， <U+4ECE>而 <使> 帕德博恩 融入 德<U+56FD> 高速 公路 网<U+5185> 。","A33<U+53F7> 高速 公路",0,"帕德博恩",0,"physical","TR","CHS","ASBC"
"176","使","她<U+4EEC> 在 半<U+51B3><U+8D5B> 中 <U+6218>胜 了 <U+536B>冕 冠<U+519B> 天津 女排 ， <使> <U+5BF9>方 十 年 以<U+6765> 首次 <U+6CA1>有 <U+8FDB>入 中<U+56FD> 女排 <U+8054><U+8D5B> 的 <U+51B3><U+8D5B> ， 2012年 3月 3日 ， 她<U+4EEC> 在 <U+51B3><U+8D5B> 中 <U+6218>胜 了 上海 女排 ， 第一 次 <U+83B7>得 了 中<U+56FD> 女排 <U+8054><U+8D5B> 的 冠<U+519B> ， 主教<U+7EC3> 郎平 也 被 <U+8BC4><U+9009> <U+4E3A> 本 <U+8D5B>季 最 佳 教<U+7EC3> 。","她<U+4EEC>",1,"<U+5BF9>方",1,"inducive","TR","CHS","ASBC"
"177","使","<U+8BB2> Swardspeak 可以 被 <U+8BA4>定 <U+4E3A> 同性<U+604B>者 ， <U+8FD9> <使> LGBT 社<U+533A> 的 人<U+4EEC> 更 容易 相互 <U+8BA4><U+8BC6> 。","<U+8BB2> Swardspeak 可以 被 <U+8BA4>定 <U+4E3A> 同性<U+604B>者",0,"LGBT 社<U+533A> 的 人<U+4EEC>",1,"affective","TR","CHS","ASBC"
"178","使","造成 偏离 的 原因 是 多方面 的 ， 其 主要 原因 是 <U+6D4B>定 <U+65F6> 的 <U+5B9E><U+9645> 情<U+51B5> 不 完全 符合 <使> 比<U+5C14> - 朗伯 定律 成立 的 前提 <U+6761>件 。","前提 <U+6761>件",0,"比<U+5C14> - 朗伯 定律",0,"physical",NA,"CHS","ASBC"
"179","使","1850年 ， 盎格<U+9C81> 日<U+5C14>曼 琴在 演奏 <U+4E50>曲 和 伴奏 上 的 出色 能力 ， <使> 英格<U+5170> 地<U+533A> 的 制造商 <U+5F00>始 <U+5F00><U+53D1> 重奏 手<U+98CE>琴 体系 。","盎格<U+9C81> 日<U+5C14>曼 琴",0,"英格<U+5170> 地<U+533A> 的 制造商",1,"affective","TR","CHS","ASBC"
"180","使","可 用<U+6765> 制作 家具 和 其他 木器 ， 同<U+65F6> 也 是 很 受 <U+6B22>迎 的 <U+56ED>林 <U+89C2><U+8D4F> 植物 ， 其中 栽培 最 <U+5E7F>泛 的 品种 是 <U+7EA2><U+53F6> 石楠 （ P. × fraseri ） 及其 <U+4F17>多 栽培 种 ， <U+8FD9> 是 由於 其 耐 修剪 的 特性 ， 而 <U+7ECF>常 修剪 可以 <使> 其 生<U+957F> 更佳 ， 并可 <U+521B>造 出 造型 各 异 的 <U+56ED>林 景<U+89C2> 。","<U+7ECF>常 修剪",0,"其 (<U+7EA2><U+53F6> 石楠)",0,"physical","TR","CHS","ASBC"
"181","使","伊朗 <U+603B><U+7EDF> 艾哈<U+8FC8>迪 - <U+5185><U+8D3E>德 的 媒体 <U+987E><U+95EE> 阿里·阿克巴<U+5C14>·杰万 <U+8D39> 科<U+5C14> 9 日 表示 ， 美<U+56FD> <U+603B><U+7EDF> <U+5965>巴<U+9A6C> <U+83B7>得 <U+8BFA><U+8D1D><U+5C14> 和平 <U+5956> 后 <U+5E94><U+8BE5> 更加 努力 ， <使> 自己 名副其<U+5B9E> 。","<U+5965>巴<U+9A6C>",1,"自己",1,"inducive","INTR","CHS","ASBC"
"182","使","在 socialbarkers 的 市<U+573A> <U+8425><U+9500> 的 <U+7EC4>合 之中 包括 一些 社<U+4F1A> 媒体 的 管理 工具 ， 包括 分析 、 洞察 <U+7ADE><U+4E89>力 和 确定 <U+6807>准 ； <U+5F00><U+53D1>者 - 一 <U+4E2A> 企<U+4E1A> 出版 工具 ； <U+5E7F>告 - 优化 和 管理 <U+8138> <U+4E66> 和 推特 上 的 <U+5E7F>告 ； <U+503E>听 - 有助于 <使> 品牌 遵循 <U+5BF9><U+8BDD> 的 周<U+56F4> <U+53D1>生 的 事情 自己 的 品牌 ； 和 <U+4E13><U+4E1A> 服<U+52A1> - Socialbakers 的 咨<U+8BE2> 后台 ， 能 与 客<U+6237> 密切 合作 ， <U+5E2E>助 他<U+4EEC> 管理 他<U+4EEC> <U+72EC>特 的 社<U+4F1A> 景<U+89C2> 。","<U+503E>听",0,"品牌",0,"physical","TR","CHS","ASBC"
"183","使","<U+7F57><U+9A6C> 帝<U+56FD> <U+5BF9>于 大 不列<U+98A0> <U+5C9B> 的 侵占 ， 不但 <使> <U+73B0>在 的 <U+82CF>格<U+5170> 地<U+533A> <U+4E3A> <U+6B27>洲 文明 所知 ， 也 使 不同 的 文化 和 居民 <U+5F00>始 流入 <U+8BE5> 地<U+533A> 。","<U+7F57><U+9A6C> 帝<U+56FD> <U+5BF9>于 大 不列<U+98A0> <U+5C9B> 的 侵占",0,"<U+73B0>在 的 <U+82CF>格<U+5170> 地<U+533A>",0,"physical","TR","CHS","ASBC"
"184","使","<U+7F57><U+9A6C> 帝<U+56FD> <U+5BF9>于 大 不列<U+98A0> <U+5C9B> 的 侵占 ， 不但 使 <U+73B0>在 的 <U+82CF>格<U+5170> 地<U+533A> <U+4E3A> <U+6B27>洲 文明 所知 ， 也 <使> 不同 的 文化 和 居民 <U+5F00>始 流入 <U+8BE5> 地<U+533A> 。","<U+7F57><U+9A6C> 帝<U+56FD> <U+5BF9>于 大 不列<U+98A0> <U+5C9B> 的 侵占",0,"不同 的 文化 和 居民",0,"physical","TR","CHS","ASBC"
"185","使","<U+7231><U+5C14><U+5170> <U+603B>理 伯蒂·埃亨 宣布 <U+5C06> 在 5月 6日 <U+8F9E><U+804C> ， 他 承<U+8BA4> 近期 外界 <U+5BF9> 他 <U+4E2A>人 <U+8D22><U+4EA7> 上 的 批<U+8BC4> <使> 政府 工作 遭到 了 <U+4E25>重 影<U+54CD> 。","外界 <U+5BF9> 他 <U+4E2A>人 <U+8D22><U+4EA7> 上 的 批<U+8BC4>",0,"政府 工作",0,"physical","TR","CHS","ASBC"
"186","使","根据 《 <U+4E13>利 合作 <U+6761><U+7EA6> 》 提出 的 <U+56FD><U+9645> 申<U+8BF7> ， <U+4EC5> 能 <使> 申<U+8BF7>人 向 多<U+56FD> 提出 <U+4E13>利 申<U+8BF7> ， 如果 希望 在 多<U+56FD> <U+83B7>得 <U+4E13>利<U+6743> ， <U+8FD8> 需要 分<U+522B> <U+7ECF><U+8FC7> 各 <U+56FD> 的 <U+4E13>利 <U+5BA1>查 才 有 可能 分<U+522B> 由 各 <U+56FD> 授予 <U+4E13>利<U+6743> 。","根据 《 <U+4E13>利 合作 <U+6761><U+7EA6> 》 提出 的 <U+56FD><U+9645> 申<U+8BF7>",0,"申<U+8BF7>人",1,"affective","TR","CHS","ASBC"
"187","使","<U+5BF9>于 中心 化<U+8FC7> 的 <U+6570>据 ( 也 就是<U+8BF4> , <U+6570>据 移<U+52A8> 一 <U+4E2A> <U+6837>本 平均值 以 <使> 其 均值 <U+4E3A> 0 ) , 相<U+5173> 系<U+6570> 也 可以 被 <U+89C6>作 由 <U+4E24> <U+4E2A> <U+968F>机 <U+53D8>量 向量 <U+5939>角 θ { \ displaystyle\\theta } 的 余弦值 （ <U+89C1> 下方 ） 。","<U+6570>据",0,"其 均值",0,"physical",NA,"CHS","ASBC"
"188","使","<U+8FB9><U+8FDC> 的 南平 <U+519B> 一 <U+5E26> （ 今 綦江 、 万盛 、 南川 等地 ） ， 也 因 大量 <U+6C49>人 的 <U+8FC1>入 <U+5F00><U+57A6> ， <使> <U+8FD9>些 地方 的 <U+519C><U+4E1A> 也 很 快 <U+53D1>展 起<U+6765> 。","大量 <U+6C49>人 的 <U+8FC1>入 <U+5F00><U+57A6>",1,"<U+8FD9>些 地方 的 <U+519C><U+4E1A>",0,"volitional","INTR","CHS","ASBC"
"189","使","^ 《 朝<U+9C9C> 王朝 太祖 <U+5B9E><U+5F55> 》 ： “ 上 即位 ， 量 受 万<U+6237> 、 千<U+6237> 之<U+804C> ， <使> 李豆<U+5170> 招安 女真 ... 被 <U+53D1>之 俗 ， <U+5C3D> <U+88AD> 冠<U+5E26> .","上",1,"李豆<U+5170>",1,"inducive","TR","CHS","ASBC"
"190","使","心<U+810F> 起搏器 是 一 种 植 入于 体<U+5185> 的 <U+7535>子 治<U+7597> <U+4EEA>器 ， 通<U+8FC7> <U+8109><U+51B2> <U+53D1>生器 <U+53D1>放 由 <U+7535>池 提供 能量 的 <U+7535><U+8109><U+51B2> ， 通<U+8FC7> <U+5BFC><U+7EBF> <U+7535>极 的 <U+4F20><U+5BFC> ， 刺激 <U+7535>极 所 接触 的 心肌 ， <使> 心<U+810F> 激<U+52A8> 和 收<U+7F29> ， <U+4ECE>而 <U+8FBE>到 治<U+7597> 由于 某些 心律 失常 所致 的 心<U+810F> 功能 障<U+788D> 的 目的 。","心<U+810F> 起搏器",0,"心<U+810F>",0,"physical","INTR","CHS","ASBC"
"191","使","包<U+80F6> 杠<U+94C3> <U+8FD0>用 多 次<U+6570> 的 肌力 特殊 <U+8BAD><U+7EC3> 技巧 ， <U+9488><U+5BF9> 全身 肌群 做肌 耐力 <U+8BAD><U+7EC3> ， <使> 脂肪 燃<U+70E7> ， <U+8F6C><U+6362> 成 健美 的 <U+7EBF><U+6761> ， 改善 <U+8FD0><U+52A8> <U+8BB8>久 局部 <U+5374> 仍 松弛 的 肌肉 ； 此外 ， 更 可 延<U+7F13> 肌肉 老化 、 增加 骨<U+8D28> 密 、 防止 骨<U+8D28> 疏松 等 效果 。","包<U+80F6> 杠<U+94C3>",0,"脂肪",0,"physical","INTR","CHS","ASBC"
"192","使","包<U+80F6> 杠<U+94C3> 用途 <U+5E7F>泛 ， <U+65E0><U+8BBA>是 肩部 、 后背 、 手臂 、 胸部 等 <U+5904> 肌肉 ， 藉由 杠<U+94C3> 及 不同 重量 的 <U+94C1>片 ， <U+8FD0>用 多 次<U+6570> 的 肌力 特殊 <U+8BAD><U+7EC3> 技巧 ， <U+9488><U+5BF9> 全身 肌群 做肌 耐力 <U+8BAD><U+7EC3> ， <使> 脂肪 燃<U+70E7> ， <U+8F6C><U+6362> 成 健美 的 <U+7EBF><U+6761> ， 改善 <U+8FD0><U+52A8> <U+8BB8>久 局部 <U+5374> 仍 松弛 的 肌肉 。","包<U+80F6> 杠<U+94C3>",0,"脂肪",0,"physical","INTR","CHS","ASBC"
"193","使","大<U+4F17> <U+4F20>媒 <U+4E60><U+60EF> 于 把 <U+62A4>士 描<U+7ED8> 成 <U+533B>生 的 <U+5E2E>手 ， <使> 不少 人 <U+5BF9> <U+62A4>士 <U+8FD9> 种 <U+804C><U+4E1A> 存在 <U+8BEF>解 ， 事<U+5B9E>上 <U+62A4>士 并不 是 被<U+52A8>地 <U+6267>行 <U+533B>生 的 命令 ， 而是 需要 在 <U+62A4>理 <U+8FC7>程 中 自己 做出 判<U+65AD> 。","大<U+4F17> <U+4F20>媒",0,"不少 人",1,"affective","TR","CHS","ASBC"
"194","使","回想 一下 唯一 性 原<U+5219> ( OnlyOneWay ) : 我<U+4EEC> 希望 在 任何 <U+65F6>候 都 只 使用 一 种 确定 的 I/O <U+7C7B>型 , <使> 代<U+7801> 在 所有 I/O <U+5904> 都 保持 一致 .","一 种 确定 的 I/O <U+7C7B>型",0,"代<U+7801>",0,"physical","TR","CHS","ASBC"
"195","使","而且 不要 忘了 , 我<U+4EEC> 的 目<U+6807> 是 <使> <U+8BED>言 更 <U+7D27><U+51D1> , 而 不 是 添加 一些 <U+522B>人 需要 <U+5B66><U+4E60> 的 新 <U+88C5><U+5907> .","我<U+4EEC>",1,"<U+8BED>言",0,"volitional","INTR","CHS","ASBC"
"196","使","19世<U+7EAA> 末 ， 大批 <U+6765>自 <U+6B27>洲 的 <U+72B9>太人 <U+8FC1>居 哈<U+5C14><U+6EE8> ， <使> 哈<U+5C14><U+6EE8> 一度 成<U+4E3A> <U+8FDC><U+4E1C> 地<U+533A> 最大 的 <U+72B9>太人 聚集 中心 。","<U+72B9>太人",1,"哈<U+5C14><U+6EE8>",0,"volitional","TR","CHS","ASBC"
"197","使","<U+8865><U+507F> <U+5956><U+52B1> 的 <U+6570><U+989D> 要 <使> <U+519C>民 <U+5BF9> <U+8282>水 灌溉 的 投<U+8D44> <U+83B7>得 不 低于 社<U+4F1A> 平均 投<U+8D44> 利<U+6DA6> ， 以 <U+8C03><U+52A8> 其 <U+8282>水 <U+79EF>极性 。","<U+8865><U+507F> <U+5956><U+52B1> 的 <U+6570><U+989D>",0,"<U+519C>民 <U+5BF9> <U+8282>水 灌溉 的 投<U+8D44>",0,"physical","TR","CHS","ASBC"
"198","使","同<U+65F6> 聚 羧酸 <U+7C7B> 物<U+8D28> 吸附 在 水泥 <U+9897>粒 表面 ， 羧酸 根 离子 <使> 水泥 <U+9897>粒 <U+5E26>上 <U+8D1F><U+7535>荷 ， <U+51CF> 水<U+5242> <U+4ECE>而 使 水泥 <U+9897>粒 之<U+95F4> <U+4EA7>生 <U+9759><U+7535> 排斥 作用 并使 水泥 <U+9897>粒 分散 ， <U+5BFC>致 抑制 水泥 <U+6D46> 体 的 凝聚 <U+503E>向 ( DLVO 理<U+8BBA> ) ， 增大 水泥 <U+9897>粒 与水 的 接触 面<U+79EF> ， 使 水泥 充分 水化 。","羧酸 根 离子",0,"水泥 <U+9897>粒",0,"physical","TR","CHS","ASBC"
"199","使","同<U+65F6> 聚 羧酸 <U+7C7B> 物<U+8D28> 吸附 在 水泥 <U+9897>粒 表面 ， 羧酸 根 离子 使 水泥 <U+9897>粒 <U+5E26>上 <U+8D1F><U+7535>荷 ， <U+51CF> 水<U+5242> <U+4ECE>而 <使> 水泥 <U+9897>粒 之<U+95F4> <U+4EA7>生 <U+9759><U+7535> 排斥 作用 并使 水泥 <U+9897>粒 分散 ， <U+5BFC>致 抑制 水泥 <U+6D46> 体 的 凝聚 <U+503E>向 ( DLVO 理<U+8BBA> ) ， 增大 水泥 <U+9897>粒 与水 的 接触 面<U+79EF> ， 使 水泥 充分 水化 。","<U+51CF> 水<U+5242>",0,"水泥 <U+9897>粒",0,"physical","TR","CHS","ASBC"
"200","使","在 水泥 <U+9897>粒 表面 ， 羧酸 根 离子 使 水泥 <U+9897>粒 <U+5E26>上 <U+8D1F><U+7535>荷 ， <U+51CF> 水<U+5242> <U+4ECE>而 使 水泥 <U+9897>粒 之<U+95F4> <U+4EA7>生 <U+9759><U+7535> 排斥 作用 并使 水泥 <U+9897>粒 分散 ， <U+5BFC>致 抑制 水泥 <U+6D46> 体 的 凝聚 <U+503E>向 ( DLVO 理<U+8BBA> ) ， 增大 水泥 <U+9897>粒 与水 的 接触 面<U+79EF> ， <使> 水泥 充分 水化 。","<U+51CF> 水<U+5242>",0,"水泥 <U+9897>粒",0,"physical","INTR","CHS","ASBC"
"201","使","由于 光<U+7EBF> <U+5BF9> 被 <U+6444>者 各 部分 照明 程度 不同 ， 形成 了 不同 的 亮度 范<U+56F4> ， <使> 拍<U+6444> 出 的 照片 <U+753B>面 上 的 影相 <U+4EA7>生 了 不同 明暗 <U+5C42>次 的 <U+8C03>子 。","光<U+7EBF>",0,"照片 <U+753B>面 上 的 影相",0,"physical","TR","CHS","ASBC"
"202","使","例如 在 <U+4FA7> 逆光 照明 下 ， 背景 的 色<U+8C03> <U+8F83> 深 ， 如果 按 人物 的 亮部 的 亮度 <U+4E3A> 曝光 依据 ， 所 拍<U+6444> 出 的 照片 就 <U+4F1A> 出<U+73B0> 低<U+8C03> 的 效果 ， 如果 按 被 <U+6444> 人物 的 暗部 <U+8FDB>行 曝光 ， <使> 暗部 有 丰富 的 影<U+8C03> <U+5C42>次 ， 就 可以 <U+83B7>得 中<U+95F4> <U+8C03> 效果 。","按 被 <U+6444> 人物 的 暗部 <U+8FDB>行 曝光",0,"暗部",0,"physical","TR","CHS","ASBC"
"203","使","最令 人 惊<U+8BB6> 的 是 生<U+4EA7> 建<U+8BBE> 兵<U+56E2> ， 其 雇用 人<U+5458> 的 86％ <U+4E3A> <U+6C49>人 ， 兵<U+56E2> <U+8FD8> <U+7ECF>常 <U+53D1>布 <U+4E3A> <U+6C49>人 保留 多<U+6570> <U+804C>位 的 招聘 公告 ； 在 教育 部<U+95E8> ， 政府 的 “ <U+53CC><U+8BED> 教育 ” 政策 ， 不<U+4EC5> <使> <U+7EF4>吾<U+5C14>人 失<U+4E1A> ， 而且 其 招聘 <U+5E7F>告 <U+8FD8> <U+7ECF>常 公然 <U+4E3A> <U+6C49>人 保留 <U+804C>位 。","“ <U+53CC><U+8BED> 教育 ” 政策",0,"<U+7EF4>吾<U+5C14>人",1,"affective","INTR","CHS","ASBC"
"204","使","役工 政策 不<U+4EC5> <使> <U+7EF4>吾<U+5C14> <U+519C>民 失去 了 <U+5E94> <U+83B7> 酬<U+52B3> 的 工作 机遇 ， 也 阻<U+788D> 了 其<U+4E3A> 自己 <U+8FDB>行 <U+519C>忙 之 机<U+4F1A> 。","役工 政策",0,"<U+7EF4>吾<U+5C14> <U+519C>民",1,"affective","TR","CHS","ASBC"
"205","使","在 中<U+56FD> 各 地 的 <U+7EF4>吾<U+5C14>人 <U+52B3><U+52A8> <U+6761>件 不<U+4EC5> 差 、 不 符合 中<U+56FD> <U+52B3><U+52A8>法 ， 而且 也 <使> <U+7EF4>吾<U+5C14>人 面<U+5BF9> 种族 仇<U+89C6> 。","<U+52B3><U+52A8> <U+6761>件",0,"<U+7EF4>吾<U+5C14>人",1,"affective","TR","CHS","ASBC"
"206","使","政府 的 掩<U+76D6> <使> 事件 的 <U+7EC6><U+8282> 很 快 模糊 ， <U+8FD9> 使 <U+865A>假 的 <U+8C23>言 —— <U+7EF4>吾<U+5C14> 工人 <U+5F3A>奸 了 一 名 女 <U+6C49>人 的 指控 <U+4F20>播 ； 据<U+62A5> <U+4E24> 名 <U+7EF4>吾<U+5C14>人 被 打死 ， 118 人 受<U+4F24> ， 但 其他 <U+62A5>告 <U+8BA4><U+4E3A> <U+7EF4>吾<U+5C14>人 <U+5B9E><U+9645> 死亡 人<U+6570> <U+8FD8> 要 高 。","政府 的 掩<U+76D6>",0,"事件 的 <U+7EC6><U+8282>",0,"physical","INTR","CHS","ASBC"
"207","使","政府 的 掩<U+76D6> 使 事件 的 <U+7EC6><U+8282> 很 快 模糊 ， <U+8FD9> <使> <U+865A>假 的 <U+8C23>言 —— <U+7EF4>吾<U+5C14> 工人 <U+5F3A>奸 了 一 名 女 <U+6C49>人 的 指控 <U+4F20>播 ； 据<U+62A5> <U+4E24> 名 <U+7EF4>吾<U+5C14>人 被 打死 ， 118 人 受<U+4F24> ， 但 其他 <U+62A5>告 <U+8BA4><U+4E3A> <U+7EF4>吾<U+5C14>人 <U+5B9E><U+9645> 死亡 人<U+6570> <U+8FD8> 要 高 。","政府 的 掩<U+76D6> 使 事件 的 <U+7EC6><U+8282> 很 快 模糊",0,"<U+865A>假 的 <U+8C23>言",0,"physical","INTR","CHS","ASBC"
"208","使","新型 荷<U+5170> 网 造型 优美 用途 多<U+6837> 在 我<U+4EEC> 周<U+56F4> 很 <U+5B9E>用 ， 它 能 <使> 一些 物品 及 建筑物 不易 被 破坏 受<U+635F> ， <U+65E0><U+8BBA> 什么 <U+4E1C>西 都 禁 不 起 破坏 ， 因此 安<U+88C5> 荷<U+5170> 网 必不可少 ， 主要 特色 就 是 外型 美<U+89C2> ， 并且 能<U+591F> 持久 的 保持 良好 的 外形 ， 非常 适合 在 一些 家 .","新型 荷<U+5170> 网",0,"一些 物品 及 建筑物",0,"physical","TR","CHS","ASBC"
"209","使","更新 <U+6362>代 <使> 荷<U+5170> 网 有 了 更 好 的 <U+53D1>展 <U+56F4><U+680F> 就 是 如此 ， 它 <U+65F6><U+65F6>刻刻 的 和 人<U+4EEC> 在一起 ， <U+5904><U+5904> 都 影<U+54CD> 到 了 人<U+4EEC> 的 生活 。","更新 <U+6362>代",0,"荷<U+5170> 网",0,"physical","TR","CHS","ASBC"
"210","使","， 一 面 采用 密膜 特殊 工<U+827A> 可 <U+5F7B>底 吸<U+51C0> 面部 多余 油脂 ， <U+7EF4><U+62A4> 肌<U+80A4> 的 正常 呼吸 ， 超<U+5F3A> 的 吸油力 是 普通 吸油 面<U+7EB8> 的 8 倍 ； 另 一 面 <U+8574>含 多种 植物 精<U+534E> ， 可在 吸油 的 同<U+65F6> <U+8C03><U+8282> 肌<U+80A4> 水分 与 油脂 平衡 ， 用后 <使> 肌<U+80A4> 清爽 洁<U+51C0> ， 倍感 清新 舒<U+7545>","用后",0,"肌<U+80A4>",0,"physical","INTR","CHS","ASBC"
"211","使","而且 <U+8FD9> 种 面 光源 能 在 很大 程度 上 <U+6269>大 封<U+88C5> 的 散<U+70ED> 面<U+79EF> ， <使> <U+70ED>量 更 容易 <U+4F20><U+5BFC> 至 外<U+58F3> 。","面 光源",0,"<U+70ED>量",0,"physical","TR","CHS","ASBC"
"212","使","在 <U+5E94>用 上 ， COB 光源 模<U+5757> 可以 <使> 照明 <U+706F>具 厂 的 安<U+88C5> 生<U+4EA7> 更 <U+7B80><U+5355> 和 方便 。","COB 光源 模<U+5757>",0,"照明 <U+706F>具 厂 的 安<U+88C5> 生<U+4EA7>",0,"physical","INTR","CHS","ASBC"
"213","使","制度 好 可以 <使> 坏人 <U+65E0>法 任意 <U+6A2A>行 ， 制度 不 好 可以 使 好人 <U+65E0>法 充分 做好事 ， 甚至 <U+4F1A> 走向 反面 。","制度",0,"坏人",1,"affective","INTR","CHS","ASBC"
"214","使","制度 好 可以 使 坏人 <U+65E0>法 任意 <U+6A2A>行 ， 制度 不 好 可以 <使> 好人 <U+65E0>法 充分 做好事 ， 甚至 <U+4F1A> 走向 反面 。","制度",0,"好人",1,"affective","TR","CHS","ASBC"
"215","使","修<U+8BA2> 准<U+5219> 要 化繁<U+4E3A><U+7B80> 、 突出 重<U+70B9> 、 <U+9488><U+5BF9> <U+65F6>弊 ， 解<U+51B3> <U+9886><U+5BFC> 干部 <U+4ECE>政 <U+8FC7>程 中 存在 的 突出 <U+95EE><U+9898> ， <使> <U+5E7F>大 党<U+5458> 、 干部 一目了然 。","修<U+8BA2> 准<U+5219>",0,"<U+5E7F>大 党<U+5458> 、 干部",1,"affective","INTR","CHS","ASBC"
"216","使","要 把 党 的 <U+7EAA>律 和 <U+89C4>矩 挺 在 前面 ， 用 <U+7EAA>律 和 <U+89C4>矩 管住 大多<U+6570> ， <使> 所有 党<U+5458> 干部 <U+4E25>格 <U+6267>行 党<U+89C4> 党<U+7EAA> 、 模范 遵守 法律 法<U+89C4> 。","<U+7EAA>律 和 <U+89C4>矩",0,"所有 党<U+5458> 干部",1,"affective","TR","CHS","ASBC"
"217","使","改<U+8FDB> 巡<U+89C6> 工作 ， 首要 的 一 <U+6761> ， 就是 落<U+5B9E> 全面 <U+4ECE><U+4E25> 治党 的 要求 ， 做到 有<U+89C4> 在先 、 抓 早 抓 小 ， 不 搞 不教而<U+8BDB> ， <使> 党<U+5185> <U+76D1>督 不 留 死角 、 <U+6CA1>有 空白 。","落<U+5B9E> 全面 <U+4ECE><U+4E25> 治党 的 要求",0,"党<U+5185> <U+76D1>督",0,"physical","TR","CHS","ASBC"
